,OBJECTID,Feature Type,Feature Subtype,Feature Name,Administrative Unit Code,Administrative State,GIS_ACRES,QC Reviewer Name,QC Review Date,QC Delete Feature Flag,QC Comments,Data Source,Original Feature Type from State Data,DESCRIPTION,WEB_LINK,PHOTO_LINK,created_user,created_date,last_edited_user,last_edited_date,UNIT_NAME,SOURCE,WEB_DISPLAY,PHOTO_THUMB,GlobalID,Original_GlobalID,Shape__Area,Shape__Length
10,9221,4,SRMA,Canaan Mountain,UTC03000,UT,34576.75206995,,,,,,,,,,ILMOCDBO,6/1/2018 9:09:07 PM,ILMOCDBO,6/1/2018 9:09:07 PM,,,YES,,21e73719-fc63-4a63-a133-39eae79b1162,{25CBF7EA-49AE-42EE-AA5B-45CCE4189C3D},0.0141795845402157,1.03115131784338
11,9386,4,SRMA,Labyrinth Rims / Gemini Bridges,UTY01000,UT,299971.3506674,,,,,,,,,,ILMOCDBO,6/1/2018 9:09:07 PM,ILMOCDBO,6/1/2018 9:09:07 PM,,,YES,,a474ca1e-fea2-408b-b30a-5ec820e952d0,{74D7E3FD-5138-41A4-A076-8A0367E634D3},0.125757709022764,6.91797629911833
12,9409,1,Campground,Hunting Creek Campground,CAC05000,CA,1.75351281,,,,,,,,,,ILMOCDBO,4/5/2019 5:45:55 PM,ILMOCDBO,4/5/2019 5:45:55 PM,,,YES,,5d3ccffd-d582-402d-a1b1-14f59af50ace,{A6413954-DB8A-4385-BD54-C11EEC8E17A6},7.35944468033267e-07,0.0041634714858206
13,9410,1,Campground,Blue Oak Campground,CAC05000,CA,0.71866211,,,,,,,,,,ILMOCDBO,4/5/2019 5:45:55 PM,ILMOCDBO,4/5/2019 5:45:55 PM,,,YES,,21a4121a-ad9c-4b4d-af2c-e33f20f0d870,{2E0360B5-5A30-4281-A20A-D1C28983AA92},3.02710759569891e-07,0.0029013973046067
14,9411,1,Campground,Selby Campground,CAC06900,CA,2.19056762,,,,,,,,,,ILMOCDBO,4/5/2019 5:45:55 PM,ILMOCDBO,4/5/2019 5:45:55 PM,,,YES,,94f6eb04-10c9-47b0-8724-b7a1c1aea155,{BEDC502E-52D8-4EC9-B071-9C387FE49964},8.76676494954154e-07,0.0039506645416555
15,9412,2,Day Use Area,Red Fleet Flow Trailhead,UTG01000,UT,0.37450084,,,,,,,,,,ILMOCDBO,11/8/2019 6:47:47 PM,ILMOCDBO,11/8/2019 6:47:47 PM,,,YES,,212741ae-033c-49eb-8b21-8f89302a96a6,{FB499BAD-1E97-4BE6-912C-D50BCF86FE2D},1.61302068590885e-07,0.0016535862986356
16,9413,2,Day Use Area,McCoy Flats Trailhead,UTG01000,UT,1.51735562,,,,,,,,,,ILMOCDBO,11/8/2019 6:47:47 PM,ILMOCDBO,11/8/2019 6:47:47 PM,,,YES,,17eec40e-2485-465a-afe7-046b1c76726c,{56B61686-D6A4-46BB-9365-5BBB39F87DAB},6.51205937174382e-07,0.0035293388492634
17,9416,1,Campground,Buck Island,CAC05000,CA,4.41576706,,,,,,,Not accessible during winter months,,,ILMOCDBO,4/5/2019 5:45:55 PM,ILMOCDBO,4/5/2019 5:45:55 PM,,,YES,,9c7311ee-dcd8-41a7-88c0-b773723d6116,{C63AB9D5-82BE-4670-9462-CFC6F43977FB},1.85633507499006e-06,0.0068190972993287
18,9417,1,Campground,Cowboy Camp Equestrian Camping,CAC05000,CA,13.25011273,,,,,,,Seasonal wet weather closure,,,ILMOCDBO,4/5/2019 5:45:55 PM,ILMOCDBO,4/5/2019 5:45:55 PM,,,YES,,b46de83d-dd66-4597-930d-050954108167,{12367615-CA3E-4FEA-8545-5A06CDB86FD2},5.57554858460207e-06,0.0098781550098223
19,9418,2,Day Use Area,Dinosaur Trackway Trailhead,UTG01000,UT,0.28420455,,,,,,,,,,ILMOCDBO,11/8/2019 6:47:47 PM,ILMOCDBO,11/8/2019 6:47:47 PM,,,YES,,52a7de91-ddab-4d65-8cc7-2794c2273b1c,{64B52695-7B07-414D-96BC-7DC4F3A93E6A},1.22402980196057e-07,0.001835170869684
20,9419,1,Campground,KCL Campground,CAC06900,CA,2.72370637,,,,,,,,,,ILMOCDBO,4/5/2019 5:45:55 PM,ILMOCDBO,4/5/2019 5:45:55 PM,,,YES,,27a66b40-45a6-4c12-928d-84126af70862,{C13E1E3A-6DEF-4BB5-A53D-9FEA2A010B7D},1.08955191535642e-06,0.0043047340084625
21,9420,1,Campground,Afton Canyon,CAD08000,CA,3.25541599,,,,,,,,,,ILMOCDBO,4/5/2019 5:45:55 PM,ILMOCDBO,4/5/2019 5:45:55 PM,,,YES,,e4f79257-7600-470a-8b5e-2cbff32db08f,{CCF805B1-F3D0-4800-89D2-4EC09FF7AFEC},1.30112971419294e-06,0.0083530176529717
22,9421,1,Campground,Soldier Meadows,NVW03000,NV,139.96853713,,,,,,NAIP 2015,Developed camping only accessible with 4WD High Clearance Vehicle,,,ILMOCDBO,5/3/2019 4:12:32 PM,ILMOCDBO,5/3/2019 4:12:32 PM,Soldier Meadows Recreation Area,,YES,,7b4aacf6-ae25-437f-b532-bb1459d5741a,{8D2AF7B0-052F-4AC4-BB54-5DAF3D2C9B35},6.09504145359097e-05,0.0727010471975994
23,9422,1,Campground,Massacre Ranch Camping Area,NVW03500,NV,1.19145341,,,,,,NAIP 2015,Primitive camping only accessible with 4WD High Clearance Vehicle,,,ILMOCDBO,5/3/2019 4:12:32 PM,ILMOCDBO,5/3/2019 4:12:32 PM,Massacre Ranch,,YES,,05185329-064c-4de8-9ead-54b66cbd7014,{A60F469A-86BD-45A8-B400-EFB224D26252},5.16984073328786e-07,0.0031911963458982
24,9423,1,Campground,Stevens Camp Camping Area,NVW03000,NV,38.51828731,,,,,,NAIP 2015,Developed camping only accessible with 4WD High Clearance Vehicle,,,ILMOCDBO,5/3/2019 4:12:32 PM,ILMOCDBO,5/3/2019 4:12:32 PM,Stevens Camp Recreation Area,,YES,,45d96afb-3bb9-4ea4-aee0-41e615b2c813,{4E13E487-14C9-4CD3-877A-BF291387DD51},1.67975399563147e-05,0.0199767801228922
25,9424,1,Campground,Red Rock Campground,NVS02000,NV,39.1184773,,,,,,,Campground,https://www.blm.gov/office/red-rock-canyon-nca,,ILMOCDBO,5/3/2019 4:12:32 PM,ILMOCDBO,5/3/2019 4:12:32 PM,Red Rock Campground,,YES,,a156eda2-e36c-4335-97b0-b12855e9e30b,{F95E24B9-8CEF-4497-9D8D-E742AA3CFAE5},1.58539000949531e-05,0.0366702679743199
26,9425,1,Campground,High Rock Canyon Camping Areas,NVW03000,NV,3065.56848892,,,,,,NAIP 2015,Primitive camping only accessible with 4WD High Clearance Vehicle,,,ILMOCDBO,5/3/2019 4:12:32 PM,ILMOCDBO,5/3/2019 4:12:32 PM,High Rock Canyon,,YES,,93ff20a0-6283-4011-b3e6-0150d3aa4e10,{B6C956C5-47D1-40F0-BE8D-06ADDA682238},0.001333968171366,0.294198809444853
27,9430,4,SRMA,Steese SRMA,AKF02000,AK,539039.63932402,,,,,,,North part of Steese NCA,,,ILMOCDBO,12/6/2019 10:10:37 PM,ILMOCDBO,12/6/2019 10:10:37 PM,Steese SRMA,,YES,,06c1975b-bcab-4c3c-9b9d-e1a7b5cee11c,{21C38CC3-2FA0-45E3-B415-CD00A5A5AE80},0.424791941525655,4.58703920005855
28,9438,5,Natural Area/Endangered Area,Grapevine Mesa Joshua Tree Forest Nat'l Ntrl Lndmk,AZC01000,AZ,3181.761268,,,,,,,,,,ILMOCDBO,6/7/2019 8:49:41 PM,ILMOCDBO,6/7/2019 8:49:41 PM,,,YES,,98e7d766-fb9d-4dae-9c7f-2ac323529ac2,{AC58EAC3-B955-4F32-B818-F4FDF0DD49C6},0.0012849861559516,0.158234824410521
29,9442,5,Natural Area/Endangered Area,Joshua Tree Forest ACEC,AZC01000,AZ,44292.87852349,,,,,,,,,,ILMOCDBO,6/7/2019 8:49:41 PM,ILMOCDBO,6/7/2019 8:49:41 PM,,,YES,,021034e6-e973-4185-b322-cca785ba0c68,{0B6C693D-AB18-4E4E-87E7-E8C0A53B6433},0.0178789432061421,0.847623864662597
30,9454,3,OHV Designated Area,Coral Pink Sand Dunes ,UTP02000,UT,963.85094678,,,,,,,,,,ILMOCDBO,5/1/2020 4:08:24 PM,ILMOCDBO,5/1/2020 4:08:24 PM,,,YES,,a3de286e-42cf-4880-af44-3c43a95e8f56,{E015BF49-391C-4E6F-995E-45747E874188},0.000395367839701,0.132776849220396
31,9458,3,OHV Designated Area,White Wash Sand Dunes ,UTY01000,UT,1943.85129939,,,,,,,,,,ILMOCDBO,9/6/2019 4:00:51 PM,ILMOCDBO,9/6/2019 4:00:51 PM,,,YES,,10b9515b-e6cd-4e2b-baad-0b76104b331c,{C4A3E2EB-CDB8-47D4-9586-4BA5A85F7120},0.0008162131330209,0.159530755614462
32,9466,3,OHV Designated Area,Open Dune Area,CON02000,CO,24.94818332,,,,,,,,,,ILMOCDBO,12/5/2016 11:19:23 PM,ILMOCDBO,12/5/2016 11:19:23 PM,,,YES,,878f5294-7dfa-4d6d-91ce-12611e70d565,{88681AEC-8EBB-46C5-9236-BCA5F4284717},1.0790919077408e-05,0.0254635632800251
33,9469,3,OHV Designated Area,El Mirage,CAD00000,CA,27275.87213627,,,,,,,"Open - Motorized vehicle travel is permitted year-long. P.L. 116-9 – John D. Dingell, Jr. Conservation, Management, and Recreation Act",,,ILMOCDBO,10/4/2019 4:17:36 AM,ILMOCDBO,10/4/2019 4:17:36 AM,,,YES,,9ac17e9c-b8d6-4e65-a4f8-618156a51cd2,{11E38D82-EBB6-4B3B-B60F-AD2CEFF6928F},0.0108559499265084,0.604585930800008
34,9471,3,OHV Designated Area,Imperial Sand Dunes,CAD07000,CA,124345.17286382,,,,,,,Open - Motorized vehicle travel is permitted year-long,,,ILMOCDBO,2/9/2019 2:34:36 AM,ILMOCDBO,2/9/2019 2:34:36 AM,,,YES,,f6cbc243-7791-489e-9658-8da444faed13,{99AD7B99-33AB-46D1-84F5-C74205DD8213},0.0484845576893349,2.93259200869425
35,9480,3,OHV Designated Area,Wolford Open Area,CON02000,CO,0.2121217,,,,,,,,,,ILMOCDBO,12/5/2016 11:19:23 PM,ILMOCDBO,12/5/2016 11:19:23 PM,,,YES,,9c6a896d-797d-44c5-8f5a-b6301beb516c,{A1A438CF-4838-48CC-91BF-95B018F53CDA},9.06752575247083e-08,0.001670397212623
36,9485,3,OHV Designated Area,Little Sahara Recreation Site,UTW02000,UT,62761.46402339,,,,,,,,,,ILMOCDBO,9/6/2019 4:00:51 PM,ILMOCDBO,9/6/2019 4:00:51 PM,,,YES,,4be30488-3b66-4a21-91e9-c8394bbbc320,{E8D7C26D-6944-4FB7-8A89-8391082C1CC7},0.026677157701215,0.757094024152582
37,9489,1,Campground,"Sand Mountain Recreation Area, Camping Area",NVC01000,NV,57.99138379,,,,,,,"Sand Mountain Recreation Area, Camping Area",https://www.blm.gov/visit/sand-mountain-recreation-area,,ILMOCDBO,9/6/2019 4:00:51 PM,ILMOCDBO,9/6/2019 4:00:51 PM,Sand Mountain Recreation Area,,YES,,4101b1f2-996d-46c5-bb12-b028a59eaee4,{D9C18493-FC64-41EA-893B-54C145521FF1},2.45157912104332e-05,0.0262438821400527
38,9490,2,Day Use Area,Muddy Creek Fishing Access,CON02000,CO,1.98912197,,,,,,,,,,ILMOCDBO,12/5/2016 11:19:23 PM,ILMOCDBO,12/5/2016 11:19:23 PM,,,YES,,38b32f91-8d1a-4e01-ab40-6f60b77b012d,{9BCE381A-73B6-4272-96E1-665EBEDE1908},8.50431661092443e-07,0.0038450555486217
39,9494,3,OHV Designated Area,Jawbone Canyon,CAD00000,CA,5138.82476204,,,,,,,Open - Motorized vehicle travel is permitted year-long,,,ILMOCDBO,2/9/2019 2:34:36 AM,ILMOCDBO,2/9/2019 2:34:36 AM,,,YES,,08bf0811-3485-4e16-8bba-9204d2d9c098,{26C986B3-3733-4E78-93CB-CC7934518634},0.0020611286586245,0.395055271781627
40,9496,3,OHV Designated Area,Johnson Valley Shared,CAD00000,CA,56346.76404196,,,,,,,Limited - Motorized vehicle travel is subject to restrictions. The Shared Use Area shall be open to public recreation use for 10 months and for two months by the DOD for military training purposes.,,,ILMOCDBO,10/4/2019 4:17:36 AM,ILMOCDBO,10/4/2019 4:17:36 AM,,,YES,,eb37f293-92ac-4e60-b53e-b234b800448e,{82A970FB-8E5D-4E7B-A48B-24BC472A5415},0.0223653684220153,1.00434615966404
41,9502,1,Campground,Meadow Valley Campground,NVL03000,NV,3.13571616,,,,,,,Camp ground just south of the Eagle Valley Reservoir. Developed - No Fee,https://www.blm.gov/visit/meadow-valley-campground,,ILMOCDBO,7/10/2020 11:30:36 PM,ILMOCDBO,7/10/2020 11:30:36 PM,CALIENTE FIELD OFFICE,,YES,,db2de806-2e84-4bb1-afc1-71566ddb6118,{3905DEB8-75DB-4C32-A154-AC6349C84FBB},1.30089074446005e-06,0.0079057920553906
42,9503,2,Day Use Area,Wolford Reservoir Access,CON02000,CO,3.13824427,,,,,,,,,,ILMOCDBO,12/5/2016 11:19:23 PM,ILMOCDBO,12/5/2016 11:19:23 PM,,,YES,,042caed1-8b05-4a92-9f5e-09a28e54e604,{C082FB6F-648B-4584-A45B-7E70B1BF5235},1.34326501211035e-06,0.0056224661213332
43,9505,1,Campground,North Sand Hills Campground,CON02000,CO,8.77412654,,,,,,,,,,ILMOCDBO,12/5/2016 11:19:23 PM,ILMOCDBO,12/5/2016 11:19:23 PM,,,YES,,1585bb91-2971-4047-b735-7375b708f23d,{C025289B-7D1F-426D-AFDF-7256ADF2A5A5},3.79513085135841e-06,0.00925452050451
44,9511,4,SRMA,Wolford SRMA,CON02000,CO,7317.65462587,,,,,,,,,,ILMOCDBO,12/5/2016 11:19:23 PM,ILMOCDBO,12/5/2016 11:19:23 PM,,,YES,,1fa35844-c590-4185-aa70-32d05ab371fd,{BF02F8B4-D9E1-4A24-ACA2-E8F472BF9C0B},0.0031294947684728,0.316343965288137
45,9514,3,OHV Designated Area,Shotgun OHV Trail System,ORN05000,OR,65.02052397,,,,,,RMA_PUB_POLY,"The Shotgun OHV Area offers 24 miles of year-round trails for Class I, II, and III vehicles. The riding area consists of logging roads and dirt trails that run through forests and creeks. The area is located east of Springfield, Oregon.",https://www.blm.gov/visit/shotgun-creek-ohv-staging-area,,ILMOCDBO,9/6/2019 4:00:51 PM,ILMOCDBO,9/6/2019 4:00:51 PM,,,YES,,02e3ce7b-b559-4275-aafb-9aca91efbf8f,{DAEA0921-8CBD-48F1-B25D-A2298AF82A13},2.96748371511057e-05,0.0290760060029923
46,9516,4,SRMA,North Sand Hills SRMA,CON02000,CO,1255.90882829,,,,,,,,,,ILMOCDBO,12/5/2016 11:19:23 PM,ILMOCDBO,12/5/2016 11:19:23 PM,,,YES,,b98c0171-b167-4b8e-9ee1-50b9f2b8f9b6,{58777CDB-B93D-419E-B84D-7F7BC43B8C4B},0.0005431192412288,0.20856509621282
47,9519,3,OHV Designated Area,Millican Valley OHV Trail System,ORP06000,OR,45476.01918236,,,,,,Off-Highway Vehicle Area,"The Millican Valley Off-Highway Vehicle (OHV) Trail System consists of lands southwest of Prineville, Oregon along George Millican Road, extending south of Highway 20. Trails and play areas are provided for Class I, II, and III off-highway vehicles (OHVs)",https://www.blm.gov/visit/millican-valley-ohv-trail-system,,ILMOCDBO,9/6/2019 4:00:51 PM,ILMOCDBO,9/6/2019 4:00:51 PM,Millican Plateau OHV Area,,YES,,9d3b063d-61bc-4c85-b2e0-977ddd609ea8,{B466E9DE-9446-4E15-9094-FFDAC0E981FB},0.0206803901978674,1.39370040705833
48,9520,2,Day Use Area,Wolford Dam Fishing Access,CON02000,CO,4.75058852,,,,,,,,,,ILMOCDBO,12/5/2016 11:19:23 PM,ILMOCDBO,12/5/2016 11:19:23 PM,,,YES,,fcf16876-a288-4d46-a00b-206d57185cfe,{9E930292-3D94-49DE-86B4-644214E7C162},2.03176159629948e-06,0.0056943019839273
49,9522,3,OHV Designated Area,Sand Mountain Recreation Area OHV Open Designation,NVC01000,NV,1299.53891368,,,,,,,Sand Mountain Recreation Area - OHV Designated Open Area,https://www.blm.gov/visit/sand-mountain-recreation-area,,ILMOCDBO,9/6/2019 4:00:51 PM,ILMOCDBO,9/6/2019 4:00:51 PM,Sand Mountain Recreation Area,,YES,,2c4a3f49-cfa8-4367-aec8-38b0234520df,{4D8486FF-C1CE-4A12-8929-F2242341CE44},0.0005494611405083,0.143548241618351
