,dataType,metadata_generatedAt,metadata_generatedBy,metadata_logFileName,metadata_schemaVersion,messageId,metadata_sanitized,metadata_payloadType,metadata_recordType,metadata_serialId_streamId,metadata_serialId_bundleSize,metadata_serialId_bundleId,metadata_serialId_recordId,metadata_serialId_serialNumber,metadata_receivedAt,metadata_rmd_elevation,metadata_rmd_heading,metadata_rmd_longitude,metadata_rmd_latitude,metadata_rmd_speed,metadata_rmd_rxSource,metadata_request_rsus,metadata_request_snmp_channel,metadata_request_snmp_deliverystart,metadata_request_snmp_deliverystop,metadata_request_snmp_enable,metadata_request_snmp_interval,metadata_request_snmp_mode,metadata_request_snmp_msgid,metadata_request_snmp_rsuid,metadata_request_snmp_status,travelerdataframe_anchor_elevation,travelerdataframe_anchor_lat,travelerdataframe_anchor_long,travelerdataframe_closedPath,travelerdataframe_content_advisory_sequence,travelerdataframe_desc_nodes,travelerdataframe_desc_scale,travelerdataframe_direction,travelerdataframe_directionality,travelerdataframe_durationTime,travelerdataframe_frameType,travelerdataframe_id,travelerdataframe_laneWidth,travelerdataframe_msgId_crc,travelerdataframe_msgId_elevation,travelerdataframe_msgId_lat,travelerdataframe_msgId_long,travelerdataframe_msgId_mutcdCode,travelerdataframe_msgId_viewAngle,travelerdataframe_name,travelerdataframe_priority,travelerdataframe_sspLocationRights,travelerdataframe_sspMsgRights1,travelerdataframe_sspMsgRights2,travelerdataframe_sspTimRights,travelerdataframe_startTime,travelerdataframe_startYear,travelerdataframe_url,travelerinformation_msgCnt,travelerinformation_packetID,travelerinformation_timeStamp,travelerinformation_urlB,metadata_securityResultCode,travelerdataframe_content_itis,travelerdataframe_content_workZone_sequence,travelerdataframe_content_genericSign_sequence,travelerdataframe_content_speedLimit_sequence,travelerdataframe_content_exitService_sequence
10,TravelerInformation,01/13/2022 12:40:00 AM,TMC,,6,31,False,us.dot.its.jpo.ode.model.OdeTimPayload,,b5de34c0-8854-4386-8bed-fed4a8b6d5c8,1,150956,0,150956,01/13/2022 12:40:00 AM,,,,,,,,,,,,,,,,,,415521333,-1056816672,,"[{'item': {'itis': 5895}}, {'item': {'itis': 5907}}, {'item': {'itis': 4868}}]",,0,1111000000000001,,,,,5000,,,415521333,-1056816672,,1111111111111111,I_WY 34_SAT-9F303DFF_RC_LARW34NB-0,5,1,1,1,1,17320,2022,,1,DDBED20BF08782A8CE,17320,,,,,,,
11,TravelerInformation,01/13/2022 12:40:01 AM,TMC,,6,31,False,us.dot.its.jpo.ode.model.OdeTimPayload,,b5de34c0-8854-4386-8bed-fed4a8b6d5c8,1,150957,0,150957,01/13/2022 12:40:01 AM,,,,,,,,,,,,,,,,,,416995244,-1055079345,,"[{'item': {'itis': 5895}}, {'item': {'itis': 5907}}, {'item': {'itis': 4868}}]",,0,111110000,,,,,5000,,,416995244,-1055079345,,1111111111111111,D_WY 34_SAT-190D1CA3_RC_LARW34NB-0,5,1,1,1,1,17320,2022,,1,30EDC4C8E99061477A,17320,,,,,,,
12,TravelerInformation,01/13/2022 12:58:39 AM,TMC,,6,31,False,us.dot.its.jpo.ode.model.OdeTimPayload,,b5de34c0-8854-4386-8bed-fed4a8b6d5c8,1,150958,0,150958,01/13/2022 12:58:39 AM,,,,,,,,,,,,,,,,,,432470973,-1104750135,,,,0,1111111,,,,,5000,,,432470973,-1104750135,,1111111111111111,I_US 191_SAT-56DA0AB0_RC_JACK189191B-0,5,1,1,1,1,17338,2022,,1,FA49C422580CCB7427,17338,,,,,,,
13,TravelerInformation,01/13/2022 12:58:40 AM,TMC,,6,31,False,us.dot.its.jpo.ode.model.OdeTimPayload,,b5de34c0-8854-4386-8bed-fed4a8b6d5c8,1,150959,0,150959,01/13/2022 12:58:40 AM,,,,,,,,,,,,,,,,,,432817566,-1105757609,,,,0,111110,,,,,5000,,,432817566,-1105757609,,1111111111111111,I_US 191_SAT-7EBDF68E_RC_JACK189191B-1,5,1,1,1,1,17338,2022,,1,4A86136C388FB09FF8,17338,,,,,,,
14,TravelerInformation,01/13/2022 12:16:15 AM,TMC,,6,31,False,us.dot.its.jpo.ode.model.OdeTimPayload,,b5de34c0-8854-4386-8bed-fed4a8b6d5c8,1,150926,0,150926,01/13/2022 12:16:15 AM,,,,,,,,,,,,,,,,,,422912791,-1090447283,,"[{'item': {'itis': 5907}}, {'item': {'itis': 5385}}]",,0,1111000000000000,,,,,5000,,,422912791,-1090447283,,1111111111111111,I_WY 28_SAT-0D825798_RC_SPWYO28WB-0,5,1,1,1,1,17296,2022,,1,EF8C70DC952AC9B14C,17296,,,,,,,
15,TravelerInformation,01/13/2022 12:16:16 AM,TMC,,6,31,False,us.dot.its.jpo.ode.model.OdeTimPayload,,b5de34c0-8854-4386-8bed-fed4a8b6d5c8,1,150927,0,150927,01/13/2022 12:16:16 AM,,,,,,,,,,,,,,,,,,425508137,-1087274365,,"[{'item': {'itis': 5907}}, {'item': {'itis': 5385}}]",,0,11110000,,,,,5000,,,425508137,-1087274365,,1111111111111111,D_WY 28_SAT-5F02C75D_RC_SPWYO28WB-0,5,1,1,1,1,17296,2022,,1,9434B493120C839C96,17296,,,,,,,
16,TravelerInformation,01/13/2022 12:00:00 AM,TMC,,6,31,False,us.dot.its.jpo.ode.model.OdeTimPayload,,b5de34c0-8854-4386-8bed-fed4a8b6d5c8,1,150924,0,150924,01/13/2022 12:00:00 AM,,,,,,,,,,,,,,,,,,411096100,-1049733700,,,,0,11000,,,,,5000,,,411096100,-1049733700,,1111111111111111,D_I 80_SAT-2420E78F_VSL_V002311-0,5,1,0,0,1,17280,2022,,1,85744F95DEDD823078,17280,,,,,,"[{'item': {'itis': 268}}, {'item': {'itis': 12619}}, {'item': {'itis': 8720}}]",
17,TravelerInformation,01/13/2022 12:00:01 AM,TMC,,6,31,False,us.dot.its.jpo.ode.model.OdeTimPayload,,b5de34c0-8854-4386-8bed-fed4a8b6d5c8,1,150925,0,150925,01/13/2022 12:00:02 AM,,,,,,,,,,,,,,,,,,428483500,-1063756200,,"[{'item': {'itis': 6011}}, {'item': {'itis': 5127}}]",,0,1111111111000011,,,,,5000,,,428483500,-1063756200,,1111111111111111,I_WY 258_SAT-7713085D_RC_CASPW258B-0,5,1,0,0,1,17280,2022,,1,DA5FB80270C1390C5A,17280,,,,,,,
18,TravelerInformation,01/13/2022 12:21:35 AM,TMC,,6,31,False,us.dot.its.jpo.ode.model.OdeTimPayload,,b5de34c0-8854-4386-8bed-fed4a8b6d5c8,1,150928,0,150928,01/13/2022 12:21:35 AM,,,,,,,,178.0,01/13/2022 12:21:30 AM,02/04/2022 05:41:00 AM,1.0,2.0,1.0,31.0,83.0,4.0,,411250951,-1053071653,,"[{'item': {'itis': 6011}}, {'item': {'itis': 5127}}]",,0,1110000000000,,,,,5000,,,411250951,-1053071653,,1111111111111111,I_I 80_RSU-10.145.11.212_RC_CHEYI80WHARI-0,5,1,1,1,1,17301,2022,,1,EE9329E6A17309ED19,17301,,,,,,,
19,TravelerInformation,01/13/2022 12:21:35 AM,TMC,,6,31,False,us.dot.its.jpo.ode.model.OdeTimPayload,,b5de34c0-8854-4386-8bed-fed4a8b6d5c8,1,150929,0,150929,01/13/2022 12:21:35 AM,,,,,,,,178.0,01/13/2022 12:21:30 AM,02/04/2022 05:41:00 AM,1.0,2.0,1.0,31.0,83.0,4.0,,411250951,-1053071653,,"[{'item': {'itis': 6011}}, {'item': {'itis': 5127}}]",,0,1110000000000,,,,,5000,,,411250951,-1053071653,,1111111111111111,I_I 80_RSU-10.145.11.213_RC_CHEYI80WHARI-0,5,1,1,1,1,17301,2022,,1,EE9329E6A17309ED19,17301,,,,,,,
20,TravelerInformation,01/13/2022 12:21:35 AM,TMC,,6,31,False,us.dot.its.jpo.ode.model.OdeTimPayload,,b5de34c0-8854-4386-8bed-fed4a8b6d5c8,1,150930,0,150930,01/13/2022 12:21:35 AM,,,,,,,,178.0,01/13/2022 12:21:30 AM,02/04/2022 05:41:00 AM,1.0,2.0,1.0,31.0,83.0,4.0,,411250951,-1053071653,,"[{'item': {'itis': 6011}}, {'item': {'itis': 5127}}]",,0,1110000000000,,,,,5000,,,411250951,-1053071653,,1111111111111111,I_I 80_RSU-10.145.13.73_RC_CHEYI80WHARI-0,5,1,1,1,1,17301,2022,,1,EE9329E6A17309ED19,17301,,,,,,,
21,TravelerInformation,01/13/2022 12:21:35 AM,TMC,,6,31,False,us.dot.its.jpo.ode.model.OdeTimPayload,,b5de34c0-8854-4386-8bed-fed4a8b6d5c8,1,150931,0,150931,01/13/2022 12:21:36 AM,,,,,,,,178.0,01/13/2022 12:21:30 AM,02/04/2022 05:41:00 AM,1.0,2.0,1.0,31.0,83.0,4.0,,411250951,-1053071653,,"[{'item': {'itis': 6011}}, {'item': {'itis': 5127}}]",,0,1110000000000,,,,,5000,,,411250951,-1053071653,,1111111111111111,I_I 80_RSU-10.145.11.34_RC_CHEYI80WHARI-0,5,1,1,1,1,17301,2022,,1,EE9329E6A17309ED19,17301,,,,,,,
22,TravelerInformation,01/13/2022 12:21:35 AM,TMC,,6,31,False,us.dot.its.jpo.ode.model.OdeTimPayload,,b5de34c0-8854-4386-8bed-fed4a8b6d5c8,1,150932,0,150932,01/13/2022 12:21:36 AM,,,,,,,,178.0,01/13/2022 12:21:30 AM,02/04/2022 05:41:00 AM,1.0,2.0,1.0,31.0,83.0,4.0,,411250951,-1053071653,,"[{'item': {'itis': 6011}}, {'item': {'itis': 5127}}]",,0,1110000000000,,,,,5000,,,411250951,-1053071653,,1111111111111111,I_I 80_SAT-82C369F4_RC_CHEYI80WHARI-0,5,1,1,1,1,17301,2022,,1,EE9329E6A17309ED19,17301,,,,,,,
23,TravelerInformation,01/13/2022 12:21:46 AM,TMC,,6,31,False,us.dot.its.jpo.ode.model.OdeTimPayload,,b5de34c0-8854-4386-8bed-fed4a8b6d5c8,1,150933,0,150933,01/13/2022 12:21:46 AM,,,,,,,,178.0,01/13/2022 12:21:30 AM,02/04/2022 05:41:00 AM,1.0,2.0,1.0,31.0,83.0,4.0,,411011316,-1050592291,,"[{'item': {'itis': 6011}}, {'item': {'itis': 5127}}]",,0,11100,,,,,5000,,,411011316,-1050592291,,1111111111111111,D_I 80_RSU-10.145.11.212_RC_CHEYI80WHARD-0,5,1,1,1,1,17301,2022,,1,C9AD041E455455155D,17301,,,,,,,
24,TravelerInformation,01/13/2022 12:21:46 AM,TMC,,6,31,False,us.dot.its.jpo.ode.model.OdeTimPayload,,b5de34c0-8854-4386-8bed-fed4a8b6d5c8,1,150934,0,150934,01/13/2022 12:21:48 AM,,,,,,,,178.0,01/13/2022 12:21:30 AM,02/04/2022 05:41:00 AM,1.0,2.0,1.0,31.0,83.0,4.0,,411011316,-1050592291,,"[{'item': {'itis': 6011}}, {'item': {'itis': 5127}}]",,0,11100,,,,,5000,,,411011316,-1050592291,,1111111111111111,D_I 80_RSU-10.145.11.213_RC_CHEYI80WHARD-0,5,1,1,1,1,17301,2022,,1,C9AD041E455455155D,17301,,,,,,,
25,TravelerInformation,01/13/2022 12:21:46 AM,TMC,,6,31,False,us.dot.its.jpo.ode.model.OdeTimPayload,,b5de34c0-8854-4386-8bed-fed4a8b6d5c8,1,150935,0,150935,01/13/2022 12:21:54 AM,,,,,,,,178.0,01/13/2022 12:21:30 AM,02/04/2022 05:41:00 AM,1.0,2.0,1.0,31.0,83.0,4.0,,411011316,-1050592291,,"[{'item': {'itis': 6011}}, {'item': {'itis': 5127}}]",,0,11100,,,,,5000,,,411011316,-1050592291,,1111111111111111,D_I 80_RSU-10.145.13.73_RC_CHEYI80WHARD-0,5,1,1,1,1,17301,2022,,1,C9AD041E455455155D,17301,,,,,,,
26,TravelerInformation,01/13/2022 12:21:46 AM,TMC,,6,31,False,us.dot.its.jpo.ode.model.OdeTimPayload,,b5de34c0-8854-4386-8bed-fed4a8b6d5c8,1,150936,0,150936,01/13/2022 12:21:54 AM,,,,,,,,178.0,01/13/2022 12:21:30 AM,02/04/2022 05:41:00 AM,1.0,2.0,1.0,31.0,83.0,4.0,,411011316,-1050592291,,"[{'item': {'itis': 6011}}, {'item': {'itis': 5127}}]",,0,11100,,,,,5000,,,411011316,-1050592291,,1111111111111111,D_I 80_RSU-10.145.11.212_RC_CHEYI80WHARD-0,5,1,1,1,1,17301,2022,,2,C9AD041E455455155D,17301,,,,,,,
27,TravelerInformation,01/13/2022 12:21:46 AM,TMC,,6,31,False,us.dot.its.jpo.ode.model.OdeTimPayload,,b5de34c0-8854-4386-8bed-fed4a8b6d5c8,1,150937,0,150937,01/13/2022 12:21:54 AM,,,,,,,,178.0,01/13/2022 12:21:30 AM,02/04/2022 05:41:00 AM,1.0,2.0,1.0,31.0,83.0,4.0,,411011316,-1050592291,,"[{'item': {'itis': 6011}}, {'item': {'itis': 5127}}]",,0,11100,,,,,5000,,,411011316,-1050592291,,1111111111111111,D_I 80_SAT-B1930036_RC_CHEYI80WHARD-0,5,1,1,1,1,17301,2022,,1,C9AD041E455455155D,17301,,,,,,,
28,TravelerInformation,01/13/2022 12:21:55 AM,TMC,,6,31,False,us.dot.its.jpo.ode.model.OdeTimPayload,,b5de34c0-8854-4386-8bed-fed4a8b6d5c8,1,150938,0,150938,01/13/2022 12:21:56 AM,,,,,,,,178.0,01/13/2022 12:21:30 AM,02/04/2022 05:41:00 AM,1.0,2.0,1.0,31.0,83.0,4.0,,411001163,-1050628446,,"[{'item': {'itis': 6011}}, {'item': {'itis': 5127}}]",,0,1100000000000,,,,,5000,,,411001163,-1050628446,,1111111111111111,I_I 80_RSU-10.145.13.73_RC_CHEYI80WLARI-0,5,1,1,1,1,17301,2022,,1,4907469D2A476EF29C,17301,,,,,,,
29,TravelerInformation,01/13/2022 03:31:18 AM,TMC,,6,31,False,us.dot.its.jpo.ode.model.OdeTimPayload,,b5de34c0-8854-4386-8bed-fed4a8b6d5c8,1,151072,0,151072,01/13/2022 03:31:19 AM,,,,,,,,178.0,01/11/2022 09:03:53 PM,02/03/2022 02:23:00 AM,1.0,2.0,1.0,31.0,83.0,4.0,,415592500,-1093059800,,,,0,10000000000000,,,,,5000,,,415592500,-1093059800,,1111111111111111,I_I 80_RSU-10.145.249.29_RW_24747-0,5,1,0,0,1,15663,2022,,1,F5D097D4BA6B009F40,17491,,,,,,,
30,TravelerInformation,01/13/2022 12:21:55 AM,TMC,,6,31,False,us.dot.its.jpo.ode.model.OdeTimPayload,,b5de34c0-8854-4386-8bed-fed4a8b6d5c8,1,150939,0,150939,01/13/2022 12:21:56 AM,,,,,,,,178.0,01/13/2022 12:21:30 AM,02/04/2022 05:41:00 AM,1.0,2.0,1.0,31.0,83.0,4.0,,411001163,-1050628446,,"[{'item': {'itis': 6011}}, {'item': {'itis': 5127}}]",,0,1100000000000,,,,,5000,,,411001163,-1050628446,,1111111111111111,I_I 80_SAT-5FBD85F9_RC_CHEYI80WLARI-0,5,1,1,1,1,17301,2022,,1,4907469D2A476EF29C,17301,,,,,,,
31,TravelerInformation,01/13/2022 12:21:57 AM,TMC,,6,31,False,us.dot.its.jpo.ode.model.OdeTimPayload,,b5de34c0-8854-4386-8bed-fed4a8b6d5c8,1,150940,0,150940,01/13/2022 12:21:57 AM,,,,,,,,178.0,01/13/2022 12:21:30 AM,02/04/2022 05:41:00 AM,1.0,2.0,1.0,31.0,83.0,4.0,,411170107,-1048687568,,"[{'item': {'itis': 6011}}, {'item': {'itis': 5127}}]",,0,11000,,,,,5000,,,411170107,-1048687568,,1111111111111111,D_I 80_RSU-10.145.1.100_RC_CHEYI80WLARD-0,5,1,1,1,1,17301,2022,,1,93D55A2F856EF408E3,17301,,,,,,,
32,TravelerInformation,01/13/2022 12:21:57 AM,TMC,,6,31,False,us.dot.its.jpo.ode.model.OdeTimPayload,,b5de34c0-8854-4386-8bed-fed4a8b6d5c8,1,150941,0,150941,01/13/2022 12:21:57 AM,,,,,,,,178.0,01/13/2022 12:21:30 AM,02/04/2022 05:41:00 AM,1.0,2.0,1.0,31.0,83.0,4.0,,411170107,-1048687568,,"[{'item': {'itis': 6011}}, {'item': {'itis': 5127}}]",,0,11000,,,,,5000,,,411170107,-1048687568,,1111111111111111,D_I 80_SAT-0DF15503_RC_CHEYI80WLARD-0,5,1,1,1,1,17301,2022,,1,93D55A2F856EF408E3,17301,,,,,,,
33,TravelerInformation,01/13/2022 12:21:59 AM,TMC,,6,31,False,us.dot.its.jpo.ode.model.OdeTimPayload,,b5de34c0-8854-4386-8bed-fed4a8b6d5c8,1,150942,0,150942,01/13/2022 12:22:00 AM,,,,,,,,178.0,01/13/2022 12:21:30 AM,02/04/2022 05:41:00 AM,1.0,2.0,1.0,31.0,83.0,4.0,,412836295,-1055198264,,"[{'item': {'itis': 6011}}, {'item': {'itis': 5127}}]",,0,1111100000000,,,,,5000,,,412836295,-1055198264,,1111111111111111,I_I 80_RSU-10.145.13.15_RC_LARI80ECHEYI-0,5,1,1,1,1,17301,2022,,1,5C0B3CBB24DC765BA2,17301,,,,,,,
34,TravelerInformation,01/13/2022 12:21:59 AM,TMC,,6,31,False,us.dot.its.jpo.ode.model.OdeTimPayload,,b5de34c0-8854-4386-8bed-fed4a8b6d5c8,1,150943,0,150943,01/13/2022 12:22:00 AM,,,,,,,,178.0,01/13/2022 12:21:30 AM,02/04/2022 05:41:00 AM,1.0,2.0,1.0,31.0,83.0,4.0,,412836295,-1055198264,,"[{'item': {'itis': 6011}}, {'item': {'itis': 5127}}]",,0,1111100000000,,,,,5000,,,412836295,-1055198264,,1111111111111111,I_I 80_RSU-10.145.11.37_RC_LARI80ECHEYI-0,5,1,1,1,1,17301,2022,,1,5C0B3CBB24DC765BA2,17301,,,,,,,
35,TravelerInformation,01/13/2022 12:21:59 AM,TMC,,6,31,False,us.dot.its.jpo.ode.model.OdeTimPayload,,b5de34c0-8854-4386-8bed-fed4a8b6d5c8,1,150944,0,150944,01/13/2022 12:22:00 AM,,,,,,,,178.0,01/13/2022 12:21:30 AM,02/04/2022 05:41:00 AM,1.0,2.0,1.0,31.0,83.0,4.0,,412836295,-1055198264,,"[{'item': {'itis': 6011}}, {'item': {'itis': 5127}}]",,0,1111100000000,,,,,5000,,,412836295,-1055198264,,1111111111111111,I_I 80_RSU-10.145.12.27_RC_LARI80ECHEYI-0,5,1,1,1,1,17301,2022,,1,5C0B3CBB24DC765BA2,17301,,,,,,,
36,TravelerInformation,01/13/2022 12:21:59 AM,TMC,,6,31,False,us.dot.its.jpo.ode.model.OdeTimPayload,,b5de34c0-8854-4386-8bed-fed4a8b6d5c8,1,150945,0,150945,01/13/2022 12:22:00 AM,,,,,,,,178.0,01/13/2022 12:21:30 AM,02/04/2022 05:41:00 AM,1.0,2.0,1.0,31.0,83.0,4.0,,412836295,-1055198264,,"[{'item': {'itis': 6011}}, {'item': {'itis': 5127}}]",,0,1111100000000,,,,,5000,,,412836295,-1055198264,,1111111111111111,I_I 80_SAT-66DEE1AE_RC_LARI80ECHEYI-0,5,1,1,1,1,17301,2022,,1,5C0B3CBB24DC765BA2,17301,,,,,,,
37,TravelerInformation,01/13/2022 12:22:02 AM,TMC,,6,31,False,us.dot.its.jpo.ode.model.OdeTimPayload,,b5de34c0-8854-4386-8bed-fed4a8b6d5c8,1,150946,0,150946,01/13/2022 12:22:02 AM,,,,,,,,178.0,01/13/2022 12:21:30 AM,02/04/2022 05:41:00 AM,1.0,2.0,1.0,31.0,83.0,4.0,,412393036,-1054376359,,"[{'item': {'itis': 6011}}, {'item': {'itis': 5127}}]",,0,11111,,,,,5000,,,412393036,-1054376359,,1111111111111111,D_I 80_RSU-10.145.13.15_RC_LARI80ECHEYD-0,5,1,1,1,1,17301,2022,,1,B04C9B70110BCE7B5C,17302,,,,,,,
38,TravelerInformation,01/13/2022 12:22:02 AM,TMC,,6,31,False,us.dot.its.jpo.ode.model.OdeTimPayload,,b5de34c0-8854-4386-8bed-fed4a8b6d5c8,1,150947,0,150947,01/13/2022 12:22:02 AM,,,,,,,,178.0,01/13/2022 12:21:30 AM,02/04/2022 05:41:00 AM,1.0,2.0,1.0,31.0,83.0,4.0,,412393036,-1054376359,,"[{'item': {'itis': 6011}}, {'item': {'itis': 5127}}]",,0,11111,,,,,5000,,,412393036,-1054376359,,1111111111111111,D_I 80_RSU-10.145.11.37_RC_LARI80ECHEYD-0,5,1,1,1,1,17301,2022,,1,B04C9B70110BCE7B5C,17302,,,,,,,
