,ID,Time,distance_av (headway),pos_x_av_f,pos_y_av_f,pos_x_av_m,pos_y_av_m,heading_av_m,dim_x_av,dim_y_av,dim_z_av,speed_av,acc_av,pos_x_sv1_f,pos_y_sv1_f,pos_x_sv1_m,pos_y_sv1_m,heading_sv1,dim_x_sv1,dim_y_sv1,dim_z_sv1,speed_sv1,acc_sv1,pos_x_sv2_f,pos_y_sv2_f,pos_x_sv2_m,pos_y_sv2_m,heading_sv2,dim_x_sv2,dim_y_sv2,dim_z_sv2,speed_sv2,acc_sv2,closest_distance_longitudinal (gap),closest_distance_lateral,map_origin_x,map_origin_y,map_origin_z,road_origin_x_m,road_origin_y_m,road_origin_x_ecef,road_origin_y_ecef,lanelet_id_av,lane_id_av,lanelet_id_sv1,lane_id_sv1,lanelet_id_sv2,lane_id_sv2,total_lanes,run number,sub run number,date,time of day,sub run start time,route starting point(rs),route ending point(re),distance,maplink,annual traffic density,roadway type,road condition,speed limits,type of vehicle,aggressiveness,following distance,special notes,gap level
10,1,1.2,13.49186757,638.1934719,0.3482542593,-571.697575,65.63269219,100.1364689,4.7925086,2.3592641,2.2596869,7.935812012,2.309747279,651.6772862,-0.1164822316,-571.6762869,79.1011505,84.3806761,5,2,1.6,9.679627178,1.330578384,613.6994368,-0.7916274418,-557.231667,48.46434778,169.4910893,5,2,1.6,7.18614041,-1.301154117,8.929666974,0,-83.011496,39.973902,223.843,0,0,-83.011496,39.973902,5700,1,5700,1,5700,1,1,1,1,2022-03-15,09-54-40,220,"bp, 660 Neil Ave, Columbus, OH 43215","Olentangy Fwy, Columbus, OH 43214",~6.5 miles,"https://www.google.com/maps/dir/''/40.0462509,-83.0333445/@40.0532914,-83.0503686,12z/data=!4m9!4m8!1m5!1m1!1s0x88388f20bcfe500b:0xa862daafa462d691!2m2!1d-83.010366!2d39.9748145!1m0!3e0",>50000,Limited Access,Dry,65.0,RI,Average,5,,2
11,1,1.3,13.64831278,638.9974586,0.2179905119,-571.83588,66.42720649,99.08355497,4.7925086,2.3592641,2.2596869,8.070254656,3.509735966,652.642626,-0.07369824118,-571.5862887,80.06318583,84.38,5,2,1.6,9.829629387,1.402462974,614.4198711,-0.8073499216,-557.9311306,48.61023385,168.4266642,5,2,1.6,7.114613574,-1.04457598,9.077042936,0,-83.011496,39.973902,223.843,0,0,-83.011496,39.973902,5700,1,5700,1,5700,1,1,1,1,2022-03-15,09-54-40,220,"bp, 660 Neil Ave, Columbus, OH 43215","Olentangy Fwy, Columbus, OH 43214",~6.5 miles,"https://www.google.com/maps/dir/''/40.0462509,-83.0333445/@40.0532914,-83.0503686,12z/data=!4m9!4m8!1m5!1m1!1s0x88388f20bcfe500b:0xa862daafa462d691!2m2!1d-83.010366!2d39.9748145!1m0!3e0",>50000,Limited Access,Dry,65.0,RI,Average,5,,2
12,1,1.4,13.69800702,639.932941,0.2008489963,-571.8503478,67.36249289,97.21140452,4.7925086,2.3592641,2.2596869,8.140680141,4.562723428,653.6287436,-0.04478414997,-571.5041036,81.04726093,84.38973444,5,2,1.6,9.979005983,1.474316989,615.1266518,-0.8071089075,-558.6197221,48.7689061,167.2027707,5,2,1.6,7.037841186,-0.7956633566,9.218312724,0,-83.011496,39.973902,223.843,0,0,-83.011496,39.973902,5700,1,5700,1,5700,1,1,1,1,2022-03-15,09-54-40,220,"bp, 660 Neil Ave, Columbus, OH 43215","Olentangy Fwy, Columbus, OH 43214",~6.5 miles,"https://www.google.com/maps/dir/''/40.0462509,-83.0333445/@40.0532914,-83.0503686,12z/data=!4m9!4m8!1m5!1m1!1s0x88388f20bcfe500b:0xa862daafa462d691!2m2!1d-83.010366!2d39.9748145!1m0!3e0",>50000,Limited Access,Dry,65.0,RI,Average,5,,2
13,1,1.5,13.86828571,640.7627214,0.228160764,-571.8204336,68.19219173,94.13725458,4.7925086,2.3592641,2.2596869,8.408880405,5.249649012,654.6287483,-0.02248035111,-571.4134885,82.04342915,84.39971745,5,2,1.6,10.1293486,1.476140989,615.8266342,-0.794455744,-559.299054,48.93816055,165.7736829,5,2,1.6,6.978996691,-0.697525799,9.359141701,0,-83.011496,39.973902,223.843,0,0,-83.011496,39.973902,5700,1,5700,1,5700,1,1,1,1,2022-03-15,09-54-40,220,"bp, 660 Neil Ave, Columbus, OH 43215","Olentangy Fwy, Columbus, OH 43214",~6.5 miles,"https://www.google.com/maps/dir/''/40.0462509,-83.0333445/@40.0532914,-83.0503686,12z/data=!4m9!4m8!1m5!1m1!1s0x88388f20bcfe500b:0xa862daafa462d691!2m2!1d-83.010366!2d39.9748145!1m0!3e0",>50000,Limited Access,Dry,65.0,RI,Average,5,,2
14,1,1.6,13.95368095,641.6854862,0.07451201638,-571.9539385,69.1136206,92.97050958,4.7925086,2.3592641,2.2596869,8.664822709,1.822526744,655.6389317,-0.0008653184481,-571.3224918,83.04974084,84.4097037,5,2,1.6,10.28949436,1.52466796,616.5203901,-0.7609893852,-559.9676551,49.12630294,164.2487743,5,2,1.6,6.929674206,-0.6411655088,9.488358651,0,-83.011496,39.973902,223.843,0,0,-83.011496,39.973902,5700,1,5700,1,5700,1,1,1,1,2022-03-15,09-54-40,220,"bp, 660 Neil Ave, Columbus, OH 43215","Olentangy Fwy, Columbus, OH 43214",~6.5 miles,"https://www.google.com/maps/dir/''/40.0462509,-83.0333445/@40.0532914,-83.0503686,12z/data=!4m9!4m8!1m5!1m1!1s0x88388f20bcfe500b:0xa862daafa462d691!2m2!1d-83.010366!2d39.9748145!1m0!3e0",>50000,Limited Access,Dry,65.0,RI,Average,5,,2
15,1,1.7,13.9648068,642.5010314,0.05798234197,-571.9492536,69.92916701,92.61192091,4.7925086,2.3592641,2.2596869,8.883184129,2.032323683,656.4657862,0.02026570264,-571.2521609,83.8739279,84.409998,5,2,1.6,10.43979648,1.52541774,617.074894,-0.7217703294,-560.4992421,49.28883245,162.9145808,5,2,1.6,6.895022584,-0.5489774762,9.41001773,0,-83.011496,39.973902,223.843,0,0,-83.011496,39.973902,5700,1,5700,1,5700,1,1,1,1,2022-03-15,09-54-40,220,"bp, 660 Neil Ave, Columbus, OH 43215","Olentangy Fwy, Columbus, OH 43214",~6.5 miles,"https://www.google.com/maps/dir/''/40.0462509,-83.0333445/@40.0532914,-83.0503686,12z/data=!4m9!4m8!1m5!1m1!1s0x88388f20bcfe500b:0xa862daafa462d691!2m2!1d-83.010366!2d39.9748145!1m0!3e0",>50000,Limited Access,Dry,65.0,RI,Average,5,,2
16,1,1.8,13.48386331,643.007921,0.08980631314,-571.9042021,70.43504412,92.601369,4.7925086,2.3592641,2.2596869,8.8900121,1.873329897,656.4916,0.020929428,-571.24997,83.899659,84.409998,5,2,1.6,10.58912129,1.52528826,617.09219,-0.72053269,-560.51582,49.293916,162.87283,5,2,1.6,6.876926323,-0.4022871595,8.948186596,0,-83.011496,39.973902,223.843,0,0,-83.011496,39.973902,5700,1,5700,1,5700,1,1,1,1,2022-03-15,09-54-40,220,"bp, 660 Neil Ave, Columbus, OH 43215","Olentangy Fwy, Columbus, OH 43214",~6.5 miles,"https://www.google.com/maps/dir/''/40.0462509,-83.0333445/@40.0532914,-83.0503686,12z/data=!4m9!4m8!1m5!1m1!1s0x88388f20bcfe500b:0xa862daafa462d691!2m2!1d-83.010366!2d39.9748145!1m0!3e0",>50000,Limited Access,Dry,65.0,RI,Average,5,,2
17,1,1.9,14.08774652,644.2002659,0.03040313319,-571.9065629,71.6279582,91.82873694,4.7925086,2.3592641,2.2596869,8.573686458,0.4120151322,658.2876307,0.05763167104,-571.0982857,85.6890796,84.42927261,5,2,1.6,10.73858954,1.523102343,618.1325844,-0.8084768248,-561.5624067,49.68963008,159.7607835,5,2,1.6,6.829251125,-0.3743639159,9.515859098,0,-83.011496,39.973902,223.843,0,0,-83.011496,39.973902,5700,1,5700,1,5700,1,1,1,1,2022-03-15,09-54-40,220,"bp, 660 Neil Ave, Columbus, OH 43215","Olentangy Fwy, Columbus, OH 43214",~6.5 miles,"https://www.google.com/maps/dir/''/40.0462509,-83.0333445/@40.0532914,-83.0503686,12z/data=!4m9!4m8!1m5!1m1!1s0x88388f20bcfe500b:0xa862daafa462d691!2m2!1d-83.010366!2d39.9748145!1m0!3e0",>50000,Limited Access,Dry,65.0,RI,Average,5,,2
18,1,2.0,14.7298773,645.4167731,-0.03221962674,-571.9106118,72.84509067,91.02925775,4.7925086,2.3592641,2.2596869,8.246369248,-1.046133653,660.1460692,0.09560923014,-570.9413307,87.54067834,84.44921697,5,2,1.6,10.88806353,1.496422916,619.20913,-0.89947681,-562.6453597,50.09909428,156.5406007,5,2,1.6,6.780529955,-0.3728606294,10.11972974,0,-83.011496,39.973902,223.843,0,0,-83.011496,39.973902,5700,1,5700,1,5700,1,1,1,1,2022-03-15,09-54-40,220,"bp, 660 Neil Ave, Columbus, OH 43215","Olentangy Fwy, Columbus, OH 43214",~6.5 miles,"https://www.google.com/maps/dir/''/40.0462509,-83.0333445/@40.0532914,-83.0503686,12z/data=!4m9!4m8!1m5!1m1!1s0x88388f20bcfe500b:0xa862daafa462d691!2m2!1d-83.010366!2d39.9748145!1m0!3e0",>50000,Limited Access,Dry,65.0,RI,Average,5,,2
19,1,2.1,14.75863659,646.1952814,-0.03152414096,-571.8734283,73.62224351,90.48910737,4.7925086,2.3592641,2.2596869,8.154764128,-1.821050003,660.9532379,0.1103364945,-570.8694349,88.34636494,84.46917987,5,2,1.6,11.04798768,1.520478005,619.8993658,-0.9055288948,-563.2747508,50.38980051,154.4504411,5,2,1.6,6.7475636,-0.3686474607,10.14799957,0,-83.011496,39.973902,223.843,0,0,-83.011496,39.973902,5700,1,5700,1,5700,1,1,1,1,2022-03-15,09-54-40,220,"bp, 660 Neil Ave, Columbus, OH 43215","Olentangy Fwy, Columbus, OH 43214",~6.5 miles,"https://www.google.com/maps/dir/''/40.0462509,-83.0333445/@40.0532914,-83.0503686,12z/data=!4m9!4m8!1m5!1m1!1s0x88388f20bcfe500b:0xa862daafa462d691!2m2!1d-83.010366!2d39.9748145!1m0!3e0",>50000,Limited Access,Dry,65.0,RI,Average,5,,2
20,1,2.2,14.80176273,647.2484233,-0.05277131231,-571.8530144,74.67537123,90.467324,4.7925086,2.3592641,2.2596869,8.1513904,-1.84655425,662.0489402,0.1390979388,-570.7771836,89.43861958,84.47956481,5,2,1.6,11.18887835,1.499392667,620.4246618,-0.8972935761,-563.7603365,50.63412534,152.7403681,5,2,1.6,6.726431269,-0.3762376351,10.27714161,0,-83.011496,39.973902,223.843,0,0,-83.011496,39.973902,5700,1,5700,1,5700,1,1,1,1,2022-03-15,09-54-40,220,"bp, 660 Neil Ave, Columbus, OH 43215","Olentangy Fwy, Columbus, OH 43214",~6.5 miles,"https://www.google.com/maps/dir/''/40.0462509,-83.0333445/@40.0532914,-83.0503686,12z/data=!4m9!4m8!1m5!1m1!1s0x88388f20bcfe500b:0xa862daafa462d691!2m2!1d-83.010366!2d39.9748145!1m0!3e0",>50000,Limited Access,Dry,65.0,RI,Average,5,,2
21,1,2.3,14.98190341,648.1895281,-0.03320431529,-571.7964607,75.61498434,87.66442661,4.7925086,2.3592641,2.2596869,8.739687667,0.4150030229,663.170086,0.1681475652,-570.6836184,90.55623165,84.48955031,5,2,1.6,11.34729655,1.521767528,621.088531,-0.8713300435,-564.3436649,50.95381312,150.6137826,5,2,1.6,6.705676677,-0.3089361182,10.40733779,0,-83.011496,39.973902,223.843,0,0,-83.011496,39.973902,5700,1,5700,1,5700,1,1,1,1,2022-03-15,09-54-40,220,"bp, 660 Neil Ave, Columbus, OH 43215","Olentangy Fwy, Columbus, OH 43214",~6.5 miles,"https://www.google.com/maps/dir/''/40.0462509,-83.0333445/@40.0532914,-83.0503686,12z/data=!4m9!4m8!1m5!1m1!1s0x88388f20bcfe500b:0xa862daafa462d691!2m2!1d-83.010366!2d39.9748145!1m0!3e0",>50000,Limited Access,Dry,65.0,RI,Average,5,,2
22,1,2.4,15.05550193,649.2617925,-0.01173285311,-571.712323,76.68476449,87.534584,4.7925086,2.3592641,2.2596869,8.7669402,1.30142738,664.3160562,0.1816291338,-570.5895416,91.69568116,84.50908978,5,2,1.6,11.48872739,1.501659647,621.7551083,-0.820725047,-564.9175667,51.29662053,148.4003169,5,2,1.6,6.673957767,-0.2664304697,10.52904762,0,-83.011496,39.973902,223.843,0,0,-83.011496,39.973902,5700,1,5700,1,5700,1,1,1,1,2022-03-15,09-54-40,220,"bp, 660 Neil Ave, Columbus, OH 43215","Olentangy Fwy, Columbus, OH 43214",~6.5 miles,"https://www.google.com/maps/dir/''/40.0462509,-83.0333445/@40.0532914,-83.0503686,12z/data=!4m9!4m8!1m5!1m1!1s0x88388f20bcfe500b:0xa862daafa462d691!2m2!1d-83.010366!2d39.9748145!1m0!3e0",>50000,Limited Access,Dry,65.0,RI,Average,5,,2
23,1,2.5,15.14146415,650.3193135,-0.04351067111,-571.6776976,77.74222952,86.50668208,4.7925086,2.3592641,2.2596869,9.679964242,3.813000284,665.4589525,0.1911392452,-570.4955749,92.83462135,84.5195121,5,2,1.6,11.63745967,1.473679952,622.4160345,-0.7449519858,-565.4751819,51.65943091,146.1199212,5,2,1.6,6.651189089,-0.2409362756,10.6908467,0,-83.011496,39.973902,223.843,0,0,-83.011496,39.973902,5700,1,5700,1,5700,1,1,1,1,2022-03-15,09-54-40,220,"bp, 660 Neil Ave, Columbus, OH 43215","Olentangy Fwy, Columbus, OH 43214",~6.5 miles,"https://www.google.com/maps/dir/''/40.0462509,-83.0333445/@40.0532914,-83.0503686,12z/data=!4m9!4m8!1m5!1m1!1s0x88388f20bcfe500b:0xa862daafa462d691!2m2!1d-83.010366!2d39.9748145!1m0!3e0",>50000,Limited Access,Dry,65.0,RI,Average,5,,2
24,1,2.6,15.44214276,651.1805904,-0.1168103722,-571.7012405,78.60506252,86.75720898,4.7925086,2.3592641,2.2596869,9.788437644,4.09261811,666.6192387,0.2109361111,-570.4011499,93.99432786,84.52949085,5,2,1.6,11.78731729,1.496097341,622.9136588,-0.6894953094,-566.0162626,52.04258037,143.7961484,5,2,1.6,6.632542888,-0.2347209513,10.84748289,0,-83.011496,39.973902,223.843,0,0,-83.011496,39.973902,5700,1,5700,1,5700,1,1,1,1,2022-03-15,09-54-40,220,"bp, 660 Neil Ave, Columbus, OH 43215","Olentangy Fwy, Columbus, OH 43214",~6.5 miles,"https://www.google.com/maps/dir/''/40.0462509,-83.0333445/@40.0532914,-83.0503686,12z/data=!4m9!4m8!1m5!1m1!1s0x88388f20bcfe500b:0xa862daafa462d691!2m2!1d-83.010366!2d39.9748145!1m0!3e0",>50000,Limited Access,Dry,65.0,RI,Average,5,,2
25,1,2.7,15.28441569,652.2920336,-0.07703913162,-571.6067745,79.71318231,87.19475952,4.7925086,2.3592641,2.2596869,9.983934658,3.110617478,667.5733788,0.2292196362,-570.3275792,94.94597072,84.53946962,5,2,1.6,11.92697212,1.449188922,623.4398465,-0.7147662437,-566.4415866,52.36838314,141.895043,5,2,1.6,6.618355994,-0.2183017097,10.74861237,0,-83.011496,39.973902,223.843,0,0,-83.011496,39.973902,5700,1,5700,1,5700,1,1,1,1,2022-03-15,09-54-40,220,"bp, 660 Neil Ave, Columbus, OH 43215","Olentangy Fwy, Columbus, OH 43214",~6.5 miles,"https://www.google.com/maps/dir/''/40.0462509,-83.0333445/@40.0532914,-83.0503686,12z/data=!4m9!4m8!1m5!1m1!1s0x88388f20bcfe500b:0xa862daafa462d691!2m2!1d-83.010366!2d39.9748145!1m0!3e0",>50000,Limited Access,Dry,65.0,RI,Average,5,,2
26,1,2.8,15.64580656,653.351257,-0.0493941877,-571.5270432,80.77066891,86.74862083,4.7925086,2.3592641,2.2596869,10.15543217,3.471229922,668.994119,0.2540013412,-570.2120933,96.35848837,84.5589097,5,2,1.6,12.06703634,1.445772374,623.5927981,-0.7207451917,-566.5612966,52.46378017,141.3484244,5,2,1.6,6.611397223,-0.1564013591,11.08205811,0,-83.011496,39.973902,223.843,0,0,-83.011496,39.973902,5700,1,5700,1,5700,1,1,1,1,2022-03-15,09-54-40,220,"bp, 660 Neil Ave, Columbus, OH 43215","Olentangy Fwy, Columbus, OH 43214",~6.5 miles,"https://www.google.com/maps/dir/''/40.0462509,-83.0333445/@40.0532914,-83.0503686,12z/data=!4m9!4m8!1m5!1m1!1s0x88388f20bcfe500b:0xa862daafa462d691!2m2!1d-83.010366!2d39.9748145!1m0!3e0",>50000,Limited Access,Dry,65.0,RI,Average,5,,2
27,1,2.9,15.72834745,654.4912722,-0.03153960119,-571.4319759,81.90690778,86.27295526,4.7925086,2.3592641,2.2596869,10.49581352,2.039623206,670.2168845,0.2616652064,-570.1153484,97.57723516,84.57887117,5,2,1.6,12.21580985,1.445875455,624.8626409,-0.7065799598,-567.505392,53.29431471,136.6877384,5,2,1.6,6.574696777,-0.1912307798,11.20332162,0,-83.011496,39.973902,223.843,0,0,-83.011496,39.973902,5700,1,5700,1,5700,1,1,1,1,2022-03-15,09-54-40,220,"bp, 660 Neil Ave, Columbus, OH 43215","Olentangy Fwy, Columbus, OH 43214",~6.5 miles,"https://www.google.com/maps/dir/''/40.0462509,-83.0333445/@40.0532914,-83.0503686,12z/data=!4m9!4m8!1m5!1m1!1s0x88388f20bcfe500b:0xa862daafa462d691!2m2!1d-83.010366!2d39.9748145!1m0!3e0",>50000,Limited Access,Dry,65.0,RI,Average,5,,2
