,date,lat,lon,spd,blind_turn,constrained_tunnel,narrow,slow_sign,trail_hazards,trail_junction,vehicle_conflict_point,walk_bike_sign,eb,uphill,downhill,passing,participantid,age,sex,bike_type,ebike_class
35,2022-04-29 19:53:19.333000+00:00,42.4499429,-71.26934505,5.32,0,0,0,0,0,0,0,0,0,1,0,0,1,65,male,conventional,
36,2022-04-29 19:53:19.335000+00:00,42.44991725,-71.26931045,5.34,0,0,0,0,0,0,0,0,0,1,0,0,1,65,male,conventional,
37,2022-04-29 19:53:19.340000+00:00,42.4499149,-71.2693062,5.47,0,0,0,0,0,0,0,0,0,1,0,0,1,65,male,conventional,
38,2022-04-29 19:53:19.344000+00:00,42.44991255,-71.26930155,5.154999999999999,0,0,0,0,0,0,0,0,0,1,0,0,1,65,male,conventional,
39,2022-04-29 19:53:19.350000+00:00,42.44990735,-71.269295,5.33,0,0,0,0,0,0,0,0,0,1,0,0,1,65,male,conventional,
40,2022-04-29 19:53:19.357000+00:00,42.4499038,-71.2692891,5.42,0,0,0,0,0,0,0,0,0,1,0,0,1,65,male,conventional,
41,2022-04-29 19:53:19.449000+00:00,42.4499482,-71.26935105,5.255,0,0,0,0,0,0,0,0,0,1,0,0,1,65,male,conventional,
42,2022-04-29 19:53:19.565000+00:00,42.44995505,-71.2693581,5.295,0,0,0,0,0,0,0,0,0,1,0,0,1,65,male,conventional,
43,2022-04-29 19:53:19.681000+00:00,42.44996,-71.2693654,5.27,0,0,0,0,0,0,0,0,0,1,0,0,1,65,male,conventional,
44,2022-04-29 19:53:19.768000+00:00,42.4499625,-71.269371,5.22,0,0,0,0,0,0,0,0,0,1,0,0,1,65,male,conventional,
45,2022-04-29 19:53:19.855000+00:00,42.449966,-71.2693762,5.26,0,0,0,0,0,0,0,0,0,1,0,0,1,65,male,conventional,
46,2022-04-29 19:53:19.971000+00:00,42.44997035,-71.26938315,5.24,0,0,0,0,0,0,0,0,0,1,0,0,1,65,male,conventional,
47,2022-04-29 19:53:20.087000+00:00,42.44997455,-71.26938960000001,5.28,0,0,0,0,0,0,0,0,0,1,0,0,1,65,male,conventional,
48,2022-04-29 19:53:20.203000+00:00,42.44997925,-71.26939655000001,5.28,0,0,0,0,0,0,0,0,0,1,0,0,1,65,male,conventional,
49,2022-04-29 19:53:20.290000+00:00,42.449985,-71.269402,5.29,0,0,0,0,0,0,0,0,0,1,0,0,1,65,male,conventional,
50,2022-04-29 19:53:20.375000+00:00,42.4499881,-71.2694065,5.395,0,0,0,0,0,0,0,0,0,1,0,0,1,65,male,conventional,
51,2022-04-29 19:53:20.479000+00:00,42.44999265,-71.26941310000001,5.265000000000001,0,0,0,0,0,0,0,0,0,1,0,0,1,65,male,conventional,
52,2022-04-29 19:53:20.583000+00:00,42.44999455,-71.26941915,5.355,0,0,0,0,0,0,0,0,0,1,0,0,1,65,male,conventional,
53,2022-04-29 19:53:20.687000+00:00,42.4499992,-71.2694257,5.37,0,0,0,0,0,0,0,0,0,1,0,0,1,65,male,conventional,
54,2022-04-29 19:53:20.791000+00:00,42.45000255,-71.26943175,5.234999999999999,0,0,0,0,0,0,0,0,0,1,0,0,1,65,male,conventional,
55,2022-04-29 19:53:20.870000+00:00,42.4500055,-71.2694358,5.28,0,0,0,0,0,0,0,0,0,1,0,0,1,65,male,conventional,
56,2022-04-29 19:53:20.948000+00:00,42.4500085,-71.26944005,5.19,0,0,0,0,0,0,0,0,0,1,0,0,1,65,male,conventional,
57,2022-04-29 19:53:21.052000+00:00,42.45001225,-71.2694459,5.215,0,0,0,0,0,0,0,0,0,1,0,0,1,65,male,conventional,
58,2022-04-29 19:53:21.156000+00:00,42.4500149,-71.26945094999999,5.25,0,0,0,0,0,0,0,0,0,1,0,0,1,65,male,conventional,
59,2022-04-29 19:53:21.260000+00:00,42.45001755,-71.2694555,5.195,0,0,0,0,0,0,0,0,0,1,0,0,1,65,male,conventional,
60,2022-04-29 19:53:21.339000+00:00,42.4500189,-71.269459,5.22,0,0,0,0,0,0,0,0,0,1,0,0,1,65,male,conventional,
61,2022-04-29 19:53:21.421000+00:00,42.4500201,-71.26946305,5.18,0,0,0,0,0,0,0,0,0,1,0,0,1,65,male,conventional,
62,2022-04-29 19:53:21.531000+00:00,42.45002255,-71.2694688,5.16,0,0,0,0,0,0,0,0,0,1,0,0,1,65,male,conventional,
63,2022-04-29 19:53:21.641000+00:00,42.45002615,-71.2694743,5.145,0,0,0,0,0,0,0,0,0,1,0,0,1,65,male,conventional,
64,2022-04-29 19:53:21.751000+00:00,42.45002875,-71.2694798,5.095000000000001,0,0,0,0,0,0,0,0,0,1,0,0,1,65,male,conventional,
65,2022-04-29 19:53:21.834000+00:00,42.4500308,-71.2694843,5.03,0,0,0,0,0,0,0,0,0,1,0,0,1,65,male,conventional,
66,2022-04-29 19:53:21.916000+00:00,42.4500328,-71.26948835,5.115,0,0,0,0,0,0,0,0,0,1,0,0,1,65,male,conventional,
67,2022-04-29 19:53:22.026000+00:00,42.45003535,-71.2694937,5.16,0,0,0,0,0,0,0,0,0,1,0,0,1,65,male,conventional,
68,2022-04-29 19:53:22.136000+00:00,42.4500388,-71.26949884999999,5.07,0,0,0,0,0,0,0,0,0,1,0,0,1,65,male,conventional,
69,2022-04-29 19:53:22.246000+00:00,42.4500441,-71.26950455,5.029999999999999,0,0,0,0,0,0,0,0,0,1,0,0,1,65,male,conventional,
70,2022-04-29 19:53:22.358000+00:00,42.4500468,-71.26951025,5.04,0,0,0,0,0,0,0,0,0,1,0,0,1,65,male,conventional,
71,2022-04-29 19:53:22.445000+00:00,42.4500489,-71.2695146,5.02,0,0,0,0,0,0,0,0,0,1,0,0,1,65,male,conventional,
72,2022-04-29 19:53:22.532000+00:00,42.45005195,-71.26951935,5.06,0,0,0,0,0,0,0,0,0,1,0,0,1,65,male,conventional,
73,2022-04-29 19:53:22.648000+00:00,42.4500561,-71.26952445,5.025,0,0,0,0,0,0,0,0,0,1,0,0,1,65,male,conventional,
74,2022-04-29 19:53:22.764000+00:00,42.4500594,-71.26953005,4.915,0,0,0,0,0,0,0,0,0,1,0,0,1,65,male,conventional,
75,2022-04-29 19:53:22.880000+00:00,42.450062,-71.2695351,5.075,0,0,0,0,0,0,0,0,0,1,0,0,1,65,male,conventional,
76,2022-04-29 19:53:22.996000+00:00,42.4500649,-71.2695403,4.925000000000001,0,0,0,0,0,0,0,0,0,1,0,0,1,65,male,conventional,
77,2022-04-29 19:53:23.083000+00:00,42.4500671,-71.2695441,4.93,0,0,0,0,0,0,0,0,0,1,0,0,1,65,male,conventional,
78,2022-04-29 19:53:23.170000+00:00,42.45007025,-71.26954839999999,4.965,0,0,0,0,0,0,0,0,0,1,0,0,1,65,male,conventional,
79,2022-04-29 19:53:23.286000+00:00,42.4500733,-71.26955375,4.985,0,0,0,0,0,0,0,0,0,1,0,0,1,65,male,conventional,
80,2022-04-29 19:53:23.401000+00:00,42.45007755,-71.26955895,4.975,0,0,0,0,0,0,0,0,0,1,0,0,1,65,male,conventional,
81,2022-04-29 19:53:23.511000+00:00,42.45008095,-71.2695643,4.935,0,0,0,0,0,0,0,0,0,1,0,0,1,65,male,conventional,
82,2022-04-29 19:53:23.594000+00:00,42.4500838,-71.2695687,4.93,0,0,0,0,0,0,0,0,0,1,0,0,1,65,male,conventional,
83,2022-04-29 19:53:23.676000+00:00,42.4500866,-71.26957304999999,4.925000000000001,0,0,0,0,0,0,0,0,0,1,0,0,1,65,male,conventional,
84,2022-04-29 19:53:23.786000+00:00,42.4500904,-71.26957865,4.96,0,0,0,0,0,0,0,0,0,1,0,0,1,65,male,conventional,
85,2022-04-29 19:53:23.896000+00:00,42.4500934,-71.26958404999999,4.85,0,0,0,0,0,0,0,0,0,1,0,0,1,65,male,conventional,
86,2022-04-29 19:53:24.006000+00:00,42.45009645,-71.269589,4.92,0,0,0,0,0,0,0,0,0,1,0,0,1,65,male,conventional,
87,2022-04-29 19:53:24.089000+00:00,42.4500987,-71.269592,4.89,0,0,0,0,0,0,0,0,0,1,0,0,1,65,male,conventional,
88,2022-04-29 19:53:24.171000+00:00,42.45010105,-71.26959615,4.79,0,0,0,0,0,0,0,0,0,1,0,0,1,65,male,conventional,
89,2022-04-29 19:53:24.281000+00:00,42.4501042,-71.2696014,4.91,0,0,0,0,0,0,0,0,0,1,0,0,1,65,male,conventional,
90,2022-04-29 19:53:24.390000+00:00,42.45010725,-71.26960700000001,4.885,0,0,0,0,0,0,0,0,0,1,0,0,1,65,male,conventional,
91,2022-04-29 19:53:24.494000+00:00,42.45011,-71.26961220000001,4.915,0,0,0,0,0,0,0,0,0,1,0,0,1,65,male,conventional,
92,2022-04-29 19:53:24.598000+00:00,42.4501122,-71.26961689999999,4.825,0,0,0,0,0,0,0,0,0,1,0,0,1,65,male,conventional,
93,2022-04-29 19:53:24.676000+00:00,42.4501145,-71.2696212,4.71,0,0,0,0,0,0,0,0,0,1,0,0,1,65,male,conventional,
94,2022-04-29 19:53:24.754000+00:00,42.45011705,-71.26962474999999,4.9,0,0,0,0,0,0,0,0,0,1,0,0,1,65,male,conventional,
95,2022-04-29 19:53:24.858000+00:00,42.450121,-71.26963045,4.875,0,0,0,0,0,0,0,0,0,1,0,0,1,65,male,conventional,
96,2022-04-29 19:53:24.963000+00:00,42.450125150000005,-71.2696359,4.995,0,0,0,0,0,0,0,0,0,1,0,0,1,65,male,conventional,
97,2022-04-29 19:53:25.067000+00:00,42.45012935,-71.26964145,5.035,0,0,0,0,0,0,0,0,0,1,0,0,1,65,male,conventional,
98,2022-04-29 19:53:25.145000+00:00,42.4501328,-71.2696456,5.02,0,0,0,0,0,0,0,0,0,1,0,0,1,65,male,conventional,
99,2022-04-29 19:53:25.223000+00:00,42.45013565,-71.26964945,5.015000000000001,0,0,0,0,0,0,0,0,0,1,0,0,1,65,male,conventional,
