,full_fips_code,year,state_code,county_code,fipsyear,vmt,population,total_emissions,true_gdp,unemployment_rate,charging_stations,lnmiles,tms,telework,aland_sqmi,warehouse_emply,courier_emply,courier_wages,courier_nonemp_estab,courier_nonemp_rcptot,cpi,courier_nonemp_rcptot_real,driver_nonemp_estab,driver_nonemp_rcptot,driver_nonemp_rcptot_real,pop_density,upt_distr_commuters,transit_user_count,vmt_per_person,gdp_per_person,charging_stations_per_person,lnmiles_per_person,upt_per_person,county_type,internet_connections,unemployed,labor_force,teleworkers,capital_transit_funding,vmt_log_predictions,vmt_predictions,logvmt,total_emissions_log_predictions,total_emissions_predictions,logtotal_emissions,transit_user_count_log_predictions,transit_user_count_predictions,logtransit_user_count
31,1003,2010,1,3,01003-2010,1395053379.0,183112,,5381575.0,0.099,0,6842.603,0.002083607,0.023764771,1589.784,86.0,,,117.0,2979000.0,2.18,1366513.76,24.0,610000.0,279816.51,115.180427,2463226.0,4576.0,7618.579771,29.38952663,0.0,0.037368403,13.45201844,Fringe,62000.0,8271.549,83551,1985.570383,7827172.0,20.96630082,1275113234.0,21.05619852,,,,,,
32,1003,2011,1,3,01003-2011,1340429077.0,186558,1616348.456,5372338.0,0.09,2,6935.813,0.005890859,0.018114012,1589.784,94.0,,,121.0,2636000.0,2.25,1171555.56,29.0,668000.0,296888.89,117.3480171,2830326.0,12384.0,7185.052783,28.7971462,1.07e-05,0.037177784,15.17129257,Fringe,61000.0,7656.93,85077,1541.085775,678616.0,20.98447856,1298503856.0,21.01625561,14.38212643,1762293.132,14.29568074,,,
33,1003,2012,1,3,01003-2012,1368200067.0,190145,,5426597.0,0.077,2,7200.508,0.001466531,0.04325023,1589.84,97.0,,,120.0,3251000.0,2.3,1413478.26,23.0,782000.0,340000.0,119.6000855,1686046.221,3776.0,7195.561635,28.53925688,1.05e-05,0.037868511,8.867160434,Fringe,63500.0,6507.039,84507,3654.94718,76491.1349,21.00267613,1322349786.0,21.03676189,,,,,,
34,1003,2013,1,3,01003-2013,1430029120.0,194885,,5678991.0,0.067,2,7132.492,0.0,0.027989402,1589.826,89.0,135.0,5418091.0,117.0,2693000.0,2.33,1155793.99,17.0,772000.0,331330.47,122.5825971,1585855.0,0.0,7337.810093,29.14021602,1.03e-05,0.036598466,8.137388716,Fringe,65500.0,5708.802,85206,2384.865022,104928.8983,21.04350934,1377463143.0,21.08096065,,,,,,
35,1003,2014,1,3,01003-2014,1490173736.0,199183,1953097.843,5775601.0,0.061,3,7483.533,0.0049265,0.035439015,1589.808,83.0,159.0,6282494.0,112.0,2286000.0,2.37,964556.96,23.0,813000.0,343037.97,125.2874561,2018812.613,13888.0,7481.430323,28.99645552,1.51e-05,0.037571143,10.13546645,Fringe,67500.0,5279.306,86546,3067.104966,446057.196,21.06868737,1412585251.0,21.12215855,14.44289498,1872705.961,14.48492782,,,
36,1003,2015,1,3,01003-2015,1554644694.0,202939,,5992794.0,0.056,8,7486.463,0.0,0.05619751,1589.808,383.0,173.0,7236288.0,109.0,2143000.0,2.37,904219.41,53.0,991000.0,418143.46,127.6500055,1686670.0,0.0,7660.650215,29.53002626,3.94e-05,0.036890213,8.311216671,Fringe,71000.0,4899.608,87493,4916.888735,1913521.229,21.07401924,1420137078.0,21.16451286,,,,,,
37,1003,2016,1,3,01003-2016,1578541369.0,207601,,6266434.0,0.054,8,7451.331,0.00161921,0.075331828,1589.808,423.0,158.0,7121065.0,106.0,2341000.0,2.4,975416.67,54.0,972000.0,405000.0,130.5824351,2115443.166,4704.0,7603.727193,30.18498948,3.85e-05,0.035892558,10.1899469,Fringe,78000.0,4848.012,89778,6763.14085,460450.502,21.08636522,1437778737.0,21.17976707,,,,,,
38,1003,2017,1,3,01003-2017,1644975759.0,212521,2164984.684,6430406.0,0.042,9,7446.839,0.0,0.056014015,1589.817,399.0,180.0,7998892.0,132.0,3275000.0,2.45,1336734.69,101.0,1634000.0,666938.78,133.6763917,1939705.0,0.0,7740.297472,30.25774394,4.23e-05,0.035040485,9.127121555,Fringe,79500.0,3912.384,93152,5217.817481,891937.142,21.1295021,1501157184.0,21.22099149,14.48066439,1944789.678,14.58792431,,,
39,1003,2018,1,3,01003-2018,1629884472.0,217855,,6786933.0,0.036,9,7565.938,0.0,0.056658318,1589.794,444.0,189.0,8281133.0,137.0,3506000.0,2.51,1396812.75,151.0,1863000.0,742231.08,137.0334773,1774656.0,0.0,7481.510509,31.15344151,4.13e-05,0.034729237,8.146042092,Fringe,79500.0,3464.46,96235,5452.513192,1033882.391,21.1642708,1554268419.0,21.21177497,,,,,,
40,1003,2019,1,3,01003-2019,1662899558.0,223234,,7132205.0,0.029,10,7592.919,0.0,0.030916251,1589.823,467.0,217.0,9557269.0,198.0,3367000.0,2.56,1315234.38,247.0,2998000.0,1171093.75,140.4143732,1612544.0,0.0,7449.132112,31.94945662,4.48e-05,0.034013273,7.223559135,Fringe,82000.0,2869.985,98965,3059.626778,297161.4642,21.21209208,1630401408.0,21.23182864,,,,,,
41,1003,2020,1,3,01003-2020,1555626541.0,233219,2073743.28,7142139.0,0.061,15,7472.681,0.0,0.084759929,1589.836,516.0,271.0,12296018.0,465.0,5070000.0,2.59,1957528.96,193.0,2515000.0,971042.47,146.693747,896166.0,0.0,6670.239307,30.62417299,6.43e-05,0.032041476,3.8425943,Fringe,88000.0,6037.719,98979,8389.453054,122112.5587,21.16941479,1562284156.0,21.16514422,14.51712443,2017005.261,14.54486636,,,
42,1005,2000,1,5,01005-2000,127607254.2,29015,,,0.056,0,2479.12,,,884.903549,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,32.7888842,,,4397.97533,,0.0,0.085442702,,Micropolitan,,641.144,11449,,,,,,,,,,,
43,1005,2001,1,5,01005-2001,126154986.5,28863,,812751.0,0.076,0,2479.12,,,884.903549,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,32.61711407,,,4370.820306,28.15892319,0.0,0.085892665,,Micropolitan,,860.624,11324,,,,,,,,,,,
44,1005,2002,1,5,01005-2002,133499042.0,28653,,798398.0,0.077,0,2369.79,,,884.903549,0.0,0.0,0.0,,,1.8,0.0,0.0,0.0,,32.37980007,0.0,,4659.164555,27.8643772,0.0,0.082706523,0.0,Micropolitan,,847.462,11006,,0.0,,,,,,,,,
45,1005,2003,1,5,01005-2003,139484531.0,28594,,818206.0,0.071,0,2369.79,,,884.903549,,0.0,0.0,,,1.84,0.0,0.0,0.0,,32.31312614,0.0,,4878.104882,28.61460446,0.0,0.082877177,0.0,Micropolitan,,782.349,11019,,0.0,,,,,,,,,
46,1005,2004,1,5,01005-2004,133740213.7,28287,,888479.0,0.071,0,2369.59,,,884.903549,6.0,0.0,0.0,,,1.89,0.0,0.0,0.0,,31.96619567,0.0,,4727.974465,31.40944604,0.0,0.083769576,0.0,Micropolitan,,755.369,10639,,0.0,,,,,,,,,
47,1005,2005,1,5,01005-2005,137144983.2,28027,,892271.0,0.057,0,2366.156,0.001038145,0.028815533,884.903549,,0.0,0.0,0.0,0.0,,,,,0.0,31.67237834,0.0,666.0,4893.316559,31.83612231,0.0,0.084424162,0.0,Micropolitan,,611.61,10730,309.1906679,0.0,,,,,,,,,
48,1005,2006,1,5,01005-2006,140864497.5,27861,,875189.0,0.056,0,2366.894,0.0021584,0.033050493,884.903549,,0.0,0.0,3.0,16000.0,2.02,7920.79,0.0,0.0,,31.48478728,0.0,1440.0,5055.974211,31.41269158,0.0,0.084953663,0.0,Micropolitan,,599.928,10713,354.0699322,0.0,,,,,,,,,
49,1005,2007,1,5,01005-2007,145555441.0,27757,,845113.0,0.064,0,2366.87,0.001840344,0.038143017,884.903549,,0.0,0.0,,,2.07,0.0,,,0.0,31.36726034,0.0,1314.0,5243.918327,30.44684224,0.0,0.085271103,0.0,Micropolitan,,663.232,10363,395.2760894,0.0,18.79202605,144968356.8,18.79606762,,,,,,
