,NTD ID,Agency,Organization Type,Mode,Type of Service,Rail (True/False),Primary UZA UACE Code,Primary UZA Name,Primary UZA Sq Miles,Primary UZA Population,Service Area Sq Miles,Service Area Population,Year,Month,Vehicles,Vehicle Revenue Miles,Vehicle Revenue Hours,Unlinked Passenger Trips,Collisions with Motor Vehicle,Collisions with Person,Collisions with Fixed Object,Collisions with Rail Vehicle,Collisions with Bus Vehicle,Collisions with Other,Total Collisions,Total Derailments,Total Fires,Total Security Events,Total Events Not Otherwise Classified,Total Events,Passenger Fatalities,People Waiting or Leaving Fatalities,Operator Fatalities,Other Employee Fatalities,Total Employee Fatalities,Other Worker Fatalities,Bicyclist Fatalities,Pedestrian in Crosswalk Fatalities,Pedestrian Not in Crosswalk Fatalities,Pedestrian Crossing Tracks Fatalities,Pedestrian Walking Along Tracks Fatalities,Other Vehicle Occupant Fatalities,Other Fatalities,Trespasser Fatalities,Suicide Fatalities,Total Other Fatalities,Total Fatalities,Passenger Injuries,People Waiting or Leaving Injuries,Operator Injuries,Other Employee Injuries,Total Employee Injuries,Other Worker Injuries,Bicyclist Injuries,Pedestrian in Crosswalk Injuries,Pedestrian Not in Crosswalk Injuries,Pedestrian Crossing Tracks Injuries,Pedestrian Walking Along Tracks Injuries,Other Vehicle Occupant Injuries,Other Injuries,Trespasser Injuries,Suicide Injuries,Total Other Injuries,Total Injuries,Non-Major Physical Assaults on Operators,Non-Major Non-Physical Assaults on Operators,Non-Major Physical Assaults on Other Transit Workers,Non-Major Non-Physical Assaults on Other Transit Workers,Major Physical Assaults on Operators,Major Non-Physical Assaults on Operators,Major Physical Assaults on Other Transit Workers,Major Non-Physical Assaults on Other Transit Workers,Total Assaults on Transit Workers
39,20008,MTA New York City Transit,"Unit of a Transit Agency, Reporting Separately",DR,PT,False,63217,"New York--Jersey City--Newark, NY--NJ",3248.12,19426449,321,8491079,2014,4,1604,4362088,355900,559109,16,1,2,0,0,0,19,0,0,0,4,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,5,0,5,0,1,0,0,0,0,7,0,0,0,8,30,,,,,,,,,
40,20008,MTA New York City Transit,"Unit of a Transit Agency, Reporting Separately",DR,PT,False,63217,"New York--Jersey City--Newark, NY--NJ",3248.12,19426449,321,8491079,2014,5,1581,4271363,363303,559972,14,4,0,0,0,0,18,0,0,0,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,2,0,2,0,1,3,0,0,0,5,0,0,0,9,27,,,,,,,,,
41,20008,MTA New York City Transit,"Unit of a Transit Agency, Reporting Separately",DR,PT,False,63217,"New York--Jersey City--Newark, NY--NJ",3248.12,19426449,321,8491079,2014,6,1577,4183766,357954,553062,19,2,0,0,0,0,21,0,0,1,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2,8,0,8,0,0,0,2,0,0,10,0,0,0,12,41,,,,,,,,,
42,20008,MTA New York City Transit,"Unit of a Transit Agency, Reporting Separately",DR,PT,False,63217,"New York--Jersey City--Newark, NY--NJ",3248.12,19426449,321,8491079,2014,7,1588,4324745,360610,551132,12,1,0,0,0,0,13,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,5,0,5,0,1,0,0,0,0,6,0,0,0,7,23,,,,,,,,,
43,20008,MTA New York City Transit,"Unit of a Transit Agency, Reporting Separately",DR,PT,False,63217,"New York--Jersey City--Newark, NY--NJ",3248.12,19426449,321,8491079,2014,8,1597,4362172,366784,548521,8,2,0,0,0,0,10,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,0,5,0,1,0,1,0,0,5,0,0,0,7,20,,,,,,,,,
44,20008,MTA New York City Transit,"Unit of a Transit Agency, Reporting Separately",DR,PT,False,63217,"New York--Jersey City--Newark, NY--NJ",3248.12,19426449,321,8491079,2014,9,1607,4389141,372667,545801,15,2,0,0,0,0,17,0,0,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,6,0,6,0,2,0,0,0,0,5,0,0,0,7,26,,,,,,,,,
45,20008,MTA New York City Transit,"Unit of a Transit Agency, Reporting Separately",DR,PT,False,63217,"New York--Jersey City--Newark, NY--NJ",3248.12,19426449,321,8491079,2014,10,1691,4632241,392410,576814,11,3,0,0,0,0,14,0,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,4,0,4,0,1,0,2,0,0,10,0,0,0,13,28,,,,,,,,,
46,20008,MTA New York City Transit,"Unit of a Transit Agency, Reporting Separately",DR,PT,False,63217,"New York--Jersey City--Newark, NY--NJ",3248.12,19426449,321,8491079,2014,11,1703,4177460,359874,519374,7,1,0,0,0,0,8,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,0,2,0,0,1,0,0,0,3,0,0,0,4,13,,,,,,,,,
47,20008,MTA New York City Transit,"Unit of a Transit Agency, Reporting Separately",DR,PT,False,63217,"New York--Jersey City--Newark, NY--NJ",3248.12,19426449,321,8491079,2014,12,1748,4491565,389358,551879,10,4,0,0,0,0,14,0,0,0,4,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,11,3,4,0,4,0,0,2,1,0,0,3,1,0,0,7,25,,,,,,,,,
48,20008,MTA New York City Transit,"Unit of a Transit Agency, Reporting Separately",MB,DO,False,63217,"New York--Jersey City--Newark, NY--NJ",3248.12,19426449,321,8491079,2014,1,3282,7166888,1013133,57418953,6,0,0,0,0,0,6,0,0,1,42,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,19,4,0,4,0,0,0,0,0,0,10,0,0,0,10,60,,,,,,,,,
49,20008,MTA New York City Transit,"Unit of a Transit Agency, Reporting Separately",MB,DO,False,63217,"New York--Jersey City--Newark, NY--NJ",3248.12,19426449,321,8491079,2014,2,3282,6483342,910258,54700712,8,0,0,0,0,0,8,0,0,0,28,36,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,42,13,2,0,2,0,0,0,2,0,0,3,0,0,0,5,62,,,,,,,,,
50,20008,MTA New York City Transit,"Unit of a Transit Agency, Reporting Separately",MB,DO,False,63217,"New York--Jersey City--Newark, NY--NJ",3248.12,19426449,321,8491079,2014,3,3282,7435845,1037262,67413261,6,3,0,0,1,0,10,0,0,2,42,54,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,37,11,7,0,7,0,0,4,1,0,0,11,1,0,0,17,72,,,,,,,,,
51,20008,MTA New York City Transit,"Unit of a Transit Agency, Reporting Separately",MB,DO,False,63217,"New York--Jersey City--Newark, NY--NJ",3248.12,19426449,321,8491079,2014,4,3290,7285801,1024407,65226088,8,0,0,0,0,0,8,0,0,1,41,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,17,6,0,6,0,0,2,0,0,0,17,0,0,0,19,77,,,,,,,,,
52,20008,MTA New York City Transit,"Unit of a Transit Agency, Reporting Separately",MB,DO,False,63217,"New York--Jersey City--Newark, NY--NJ",3248.12,19426449,321,8491079,2014,5,3290,7503848,1041357,69090464,7,1,0,0,0,0,8,0,0,1,59,68,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,46,24,4,0,4,0,0,1,0,0,0,19,0,0,0,20,94,,,,,,,,,
53,20008,MTA New York City Transit,"Unit of a Transit Agency, Reporting Separately",MB,DO,False,63217,"New York--Jersey City--Newark, NY--NJ",3248.12,19426449,321,8491079,2014,6,3290,7166149,1009958,64860856,6,1,0,0,0,0,7,0,1,7,48,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,24,7,0,7,0,0,2,0,0,0,8,1,0,1,12,77,,,,,,,,,
54,20008,MTA New York City Transit,"Unit of a Transit Agency, Reporting Separately",MB,DO,False,63217,"New York--Jersey City--Newark, NY--NJ",3248.12,19426449,321,8491079,2014,7,3005,7340552,1033302,62989352,7,1,0,0,0,0,8,0,0,5,43,56,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,25,7,1,8,0,1,3,0,0,0,8,0,0,0,12,79,,,,,,,,,
55,20008,MTA New York City Transit,"Unit of a Transit Agency, Reporting Separately",MB,DO,False,63217,"New York--Jersey City--Newark, NY--NJ",3248.12,19426449,321,8491079,2014,8,3005,7356682,1021865,59937998,8,1,0,0,0,0,9,0,1,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,18,1,0,1,0,0,0,2,0,0,13,1,0,0,16,66,,,,,,,,,
56,20008,MTA New York City Transit,"Unit of a Transit Agency, Reporting Separately",MB,DO,False,63217,"New York--Jersey City--Newark, NY--NJ",3248.12,19426449,321,8491079,2014,9,3285,7269837,1021104,67249714,7,3,0,0,0,0,10,0,0,4,40,54,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,37,13,11,0,11,0,1,1,0,0,0,6,1,0,0,9,70,,,,,,,,,
57,20008,MTA New York City Transit,"Unit of a Transit Agency, Reporting Separately",MB,DO,False,63217,"New York--Jersey City--Newark, NY--NJ",3248.12,19426449,321,8491079,2014,10,3285,7598928,1073083,70214291,8,4,1,0,0,0,13,0,0,0,45,58,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,48,12,7,0,7,0,0,3,0,0,0,8,0,0,0,11,78,,,,,,,,,
58,20008,MTA New York City Transit,"Unit of a Transit Agency, Reporting Separately",MB,DO,False,63217,"New York--Jersey City--Newark, NY--NJ",3248.12,19426449,321,8491079,2014,11,3285,7050826,984095,60725489,8,1,0,0,0,0,9,0,0,1,28,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,8,3,0,3,0,0,1,0,0,0,12,0,0,0,13,52,,,,,,,,,
59,20008,MTA New York City Transit,"Unit of a Transit Agency, Reporting Separately",MB,DO,False,63217,"New York--Jersey City--Newark, NY--NJ",3248.12,19426449,321,8491079,2014,12,3285,7364917,1045533,62755439,9,0,0,0,0,0,9,0,0,1,41,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,19,3,0,3,0,0,0,0,0,0,9,1,0,0,10,75,,,,,,,,,
