,hh_id,trip_weight,home_cms_zone,survey_mode,person_id,person_num,day_num,travel_date,travel_date_dow,trip_id,trip_num,leg_num,unlinked_trip,linked_trip_num,survey_complete,depart_time,arrive_time,o_cms_zone,d_cms_zone,trip_duration,trip_distance,o_purpose,o_purpose_category,d_purpose,d_purpose_category,num_non_hh_travelers,num_hh_travelers,num_travelers,hh_member_1,hh_member_2,hh_member_3,hh_member_4,hh_member_5,hh_member_6,hh_member_7,hh_member_8,hh_member_9,hh_member_10,hh_member_11,mode_type,mode_type_detailed,sustainable_mode,mode_1,mode_2,mode_3,mode_4,driver,park_location,park_pay,park_cost,used_transit,transit_access,transit_egress,taxi_cost,taxi_cost_amount,bike_park_location,scooter_park_location,analyst_split,analyst_merge,analyst_split_loop,user_merged,user_split,added_trip,high_speed_flag,long_distance_flag,invalid_purpose_flag,o_purpose_imputed,d_purpose_imputed,o_purpose_category_imputed,d_purpose_category_imputed,d_distance_home,d_distance_work,d_distance_school,o_location_type,d_location_type,o_congestion,d_congestion
10,19000235,0.0,Northern Bronx,1,1900023501,1,3,06/01/2019,6,1900023501011,11,1,0,11,0,06/01/2019,06/01/2019,Northern Bronx,Northern Bronx,3.0,0.7,-9998,-9998,-9998,-9998,-9998,-9998,-9998,1900023501,0,0,0,0,995,995,995,995,995,995,995,995,995,-9998,995,995,995,995,995,995,,0,-9998,-9998,995,,995,995,0,0,0,0,0,0,0,0,0,-9998,-9998,-9998,-9998,1174.6,5235.3,,4,4,0,0
11,19000235,0.0,Northern Bronx,1,1900023501,1,3,06/01/2019,6,1900023501012,12,1,0,12,0,06/01/2019,06/01/2019,Northern Bronx,,31.7,13.4,-9998,-9998,-9998,-9998,-9998,-9998,-9998,1900023501,0,0,0,0,995,995,995,995,995,995,995,995,995,-9998,995,995,995,995,995,995,,0,-9998,-9998,995,,995,995,0,0,0,0,0,0,0,0,0,-9998,-9998,-9998,-9998,11563.7,12093.1,,4,4,0,0
12,19000235,0.0,Northern Bronx,1,1900023501,1,4,06/02/2019,7,1900023501013,13,1,0,13,1,06/02/2019,06/02/2019,,Southern Bronx,17.9,9.8,-9998,-9998,50,7,1,2,3,1900023501,1900023502,0,0,0,995,995,995,995,995,995,7,25,0,6,995,995,995,1,4,995,,0,995,995,995,,995,995,1,0,0,0,0,0,0,0,0,-9998,50,-9998,7,6518.4,3299.6,,4,4,0,0
13,19000235,0.0,Northern Bronx,1,1900023501,1,4,06/02/2019,7,1900023501014,14,1,0,14,1,06/02/2019,06/02/2019,Southern Bronx,Northern Bronx,23.4,11.1,50,7,50,7,1,2,3,1900023501,1900023502,0,0,0,995,995,995,995,995,995,7,25,0,6,995,995,995,1,4,995,,0,995,995,995,,995,995,1,0,0,0,0,0,0,0,0,50,50,7,7,123.7,4156.3,,4,4,0,0
14,19000235,0.0,Northern Bronx,1,1900023501,1,4,06/02/2019,7,1900023501015,15,1,0,15,0,06/02/2019,06/02/2019,Northern Bronx,Northern Bronx,0.4,0.8,50,7,-9998,-9998,-9998,-9998,-9998,1900023501,0,0,0,0,995,995,995,995,995,995,995,995,995,-9998,995,995,995,995,995,995,,0,-9998,-9998,995,,995,995,0,0,0,0,0,0,1,0,0,50,-9998,7,-9998,1162.3,5206.7,,1,4,0,0
15,19000235,0.0,Northern Bronx,1,1900023501,1,5,06/03/2019,1,1900023501016,16,1,0,16,1,06/03/2019,06/03/2019,Northern Bronx,Northern Bronx,13.7,2.5,-9998,-9998,50,7,0,1,1,1900023501,0,0,0,0,995,995,995,995,995,995,2,3,0,18,49,30,995,1,3,4,,1,1,1,1,12.4,995,995,0,0,1,0,0,0,0,0,0,-9998,50,-9998,7,2514.8,2229.7,,4,4,0,0
16,19000235,0.0,Northern Bronx,1,1900023501,1,5,06/03/2019,1,1900023501017,17,1,0,17,1,06/03/2019,06/03/2019,Northern Bronx,Northern Bronx,10.3,3.2,50,7,50,7,0,1,1,1900023501,0,0,0,0,995,995,995,995,995,995,2,3,0,18,49,30,995,1,3,4,,1,1,1,1,12.4,995,995,0,0,1,0,0,0,0,0,0,50,50,7,7,1176.6,5224.4,,4,4,0,0
17,19000235,0.0,Northern Bronx,1,1900023501,1,5,06/03/2019,1,1900023501018,18,1,0,18,1,06/03/2019,06/03/2019,Northern Bronx,Northern Bronx,4.1,0.7,50,7,33,6,0,1,1,1900023501,0,0,0,0,995,995,995,995,995,995,9,48,1,1,995,995,995,1,995,995,,0,995,995,995,,995,995,0,0,0,0,0,0,1,0,0,50,33,7,6,929.4,5151.4,,4,4,0,0
18,19000235,911.1,Northern Bronx,1,1900023501,1,6,06/04/2019,2,1900023501019,19,1,0,19,1,06/04/2019,06/04/2019,Northern Bronx,Northern Bronx,3.0,0.7,33,6,50,7,1,2,3,1900023501,1900023502,0,0,0,995,995,995,995,995,995,2,3,0,49,995,995,995,995,995,995,,0,995,995,1,9.3,995,995,0,0,0,0,0,0,0,0,0,33,50,6,7,1172.5,5214.5,,4,4,0,0
19,19000235,911.1,Northern Bronx,1,1900023501,1,7,06/05/2019,3,1900023501020,20,1,0,20,1,06/05/2019,06/05/2019,Northern Bronx,Northern Bronx,16.5,2.2,50,7,50,7,0,1,1,1900023501,0,0,0,0,995,995,995,995,995,995,2,3,0,18,49,30,995,1,3,4,,1,1,1,1,12.4,995,995,0,0,1,0,0,0,0,0,0,50,50,7,7,2510.9,2226.6,,4,4,0,0
20,19000235,911.1,Northern Bronx,1,1900023501,1,7,06/05/2019,3,1900023501021,21,1,0,21,1,06/05/2019,06/05/2019,Northern Bronx,Northern Bronx,11.8,3.2,50,7,50,7,0,1,1,1900023501,0,0,0,0,995,995,995,995,995,995,2,3,0,18,49,30,995,1,3,4,,1,1,1,1,12.4,995,995,0,0,1,0,0,0,0,0,0,50,50,7,7,1170.5,5217.6,,4,4,0,0
21,19000235,911.1,Northern Bronx,1,1900023501,1,7,06/05/2019,3,1900023501022,22,1,0,22,1,06/05/2019,06/05/2019,Northern Bronx,Northern Bronx,6.4,0.8,50,7,33,6,0,1,1,1900023501,0,0,0,0,995,995,995,995,995,995,9,48,1,1,995,995,995,1,995,995,,0,995,995,995,,995,995,0,0,0,0,0,0,0,0,0,50,33,7,6,965.2,5187.3,,4,4,0,0
22,19000235,911.1,Northern Bronx,1,1900023501,1,7,06/05/2019,3,1900023501023,23,1,0,23,1,06/05/2019,06/05/2019,Northern Bronx,Southern Bronx,10.4,3.3,33,6,40,5,2,2,4,1900023501,0,0,1900023504,0,995,995,995,995,995,995,7,34,0,22,995,995,995,1,6,995,,0,995,995,995,,995,995,0,0,0,0,0,0,0,0,0,33,40,6,5,4188.3,105.3,,4,4,0,0
23,19001583,14.3,Northern Bronx,1,1900158301,1,2,06/10/2019,1,1900158301001,1,1,0,1,1,06/10/2019,06/10/2019,Northern Bronx,,402.9,13.2,1,1,10,2,0,1,1,1900158301,995,995,995,995,995,995,995,995,995,995,6,11,1,30,23,110,995,1,995,995,,1,1,1,995,,995,995,0,0,0,1,0,0,0,0,0,1,10,1,2,19827.5,616.6,,1,4,0,0
24,19001583,14.3,Northern Bronx,1,1900158301,1,2,06/10/2019,1,1900158301002,2,1,0,2,1,06/10/2019,06/10/2019,,Manhattan Core,14.6,2.4,10,2,33,6,0,1,1,1900158301,995,995,995,995,995,995,995,995,995,995,6,12,1,110,995,995,995,1,995,995,,1,1,1,995,,995,995,0,0,0,0,0,0,0,0,0,10,33,2,6,16490.0,3953.9,,4,4,0,1
25,19001583,14.3,Northern Bronx,1,1900158301,1,2,06/10/2019,1,1900158301003,3,1,0,3,1,06/10/2019,06/10/2019,Manhattan Core,Manhattan Core,2.4,0.2,33,6,33,6,0,1,1,1900158301,995,995,995,995,995,995,995,995,995,995,9,48,1,1,995,995,995,1,995,995,,0,995,995,995,,995,995,0,0,0,0,0,0,0,0,0,33,33,6,6,16353.9,4190.0,,4,4,1,1
26,19001583,14.3,Northern Bronx,1,1900158301,1,3,06/11/2019,2,1900158301004,4,1,0,4,1,06/11/2019,06/11/2019,Manhattan Core,Southern Bronx,7.9,9.6,33,6,997,9,0,1,1,1900158301,995,995,995,995,995,995,995,995,995,995,6,11,1,30,23,110,995,1,995,995,,1,1,1,995,,995,995,1,0,0,1,0,0,0,0,0,33,997,6,9,1396.8,19167.5,,4,4,1,0
27,19001583,14.3,Northern Bronx,1,1900158301,1,3,06/11/2019,2,1900158301005,5,2,0,4,1,06/11/2019,06/11/2019,Southern Bronx,,65.5,14.1,997,9,10,2,0,1,1,1900158301,995,995,995,995,995,995,995,995,995,995,6,11,1,110,23,30,995,1,995,995,,1,1,1,995,,995,995,1,0,0,1,0,0,0,0,0,997,10,9,2,19689.7,679.8,,4,4,0,0
28,19001583,14.3,Northern Bronx,1,1900158301,1,3,06/11/2019,2,1900158301006,6,1,0,5,1,06/11/2019,06/11/2019,,Manhattan Core,34.1,2.6,10,2,33,6,0,1,1,1900158301,995,995,995,995,995,995,995,995,995,995,6,12,1,110,995,995,995,1,995,995,,1,1,1,995,,995,995,0,0,0,0,0,0,0,0,0,10,33,2,6,15506.9,4725.1,,4,4,0,1
29,19001583,14.3,Northern Bronx,1,1900158301,1,3,06/11/2019,2,1900158301007,7,1,0,6,1,06/11/2019,06/11/2019,Manhattan Core,Manhattan Core,8.0,0.5,33,6,60,10,0,1,1,1900158301,995,995,995,995,995,995,995,995,995,995,9,48,1,1,995,995,995,1,995,995,,0,995,995,995,,995,995,0,0,0,0,0,0,0,0,0,33,60,6,10,15181.3,5035.0,,4,4,1,1
30,19001583,14.3,Northern Bronx,1,1900158301,1,3,06/11/2019,2,1900158301008,8,2,1,6,1,06/11/2019,06/11/2019,Manhattan Core,Northern Bronx,60.0,9.4,60,10,1,1,0,1,1,1900158301,995,995,995,995,995,995,995,995,995,995,6,11,1,30,23,995,995,1,995,995,,1,1,1,995,,995,995,0,0,0,0,0,1,0,0,0,60,1,10,1,4.8,20210.1,,4,1,1,0
31,19001583,14.3,Northern Bronx,1,1900158301,1,4,06/12/2019,3,1900158301009,9,1,0,7,1,06/12/2019,06/12/2019,Northern Bronx,,80.0,32.4,1,1,10,2,0,1,1,1900158301,995,995,995,995,995,995,995,995,995,995,6,11,1,30,23,110,995,1,995,995,,1,1,1,995,,995,995,0,0,0,0,0,1,0,0,0,1,10,1,2,20214.9,0.0,,1,2,0,0
32,19001583,14.3,Northern Bronx,1,1900158301,1,4,06/12/2019,3,1900158301010,10,1,0,8,1,06/12/2019,06/12/2019,,Northern Bronx,82.0,12.9,10,2,1,1,0,1,1,1900158301,995,995,995,995,995,995,995,995,995,995,6,11,1,30,23,110,995,1,995,995,,1,1,1,995,,995,995,0,0,0,0,0,1,0,0,0,10,1,2,1,4.8,20210.1,,2,1,0,0
33,19001583,14.3,Northern Bronx,1,1900158301,1,5,06/13/2019,4,1900158301011,11,1,0,9,1,06/13/2019,06/13/2019,Northern Bronx,Northern Bronx,29.9,2.2,1,1,51,8,0,1,1,1900158301,995,995,995,995,995,995,995,995,995,995,9,48,1,1,995,995,995,1,995,995,,0,995,995,995,,995,995,0,0,0,0,0,0,0,0,0,1,51,1,8,693.3,19541.8,,1,4,0,0
34,19001583,14.3,Northern Bronx,1,1900158301,1,5,06/13/2019,4,1900158301012,12,1,0,10,1,06/13/2019,06/13/2019,Northern Bronx,Northern Bronx,9.3,0.5,51,8,1,1,0,1,1,1900158301,995,995,995,995,995,995,995,995,995,995,9,48,1,1,995,995,995,1,995,995,,0,995,995,995,,995,995,0,0,0,0,0,0,0,0,0,51,1,8,1,28.1,20196.8,,4,1,0,0
35,19001583,14.3,Northern Bronx,1,1900158301,1,5,06/13/2019,4,1900158301013,13,1,1,11,1,06/13/2019,06/13/2019,Northern Bronx,Southern Bronx,8.0,1.0,1,1,60,10,0,1,1,1900158301,995,995,995,995,995,995,995,995,995,995,9,48,1,1,995,995,995,1,995,995,,0,995,995,995,,995,995,0,0,0,1,0,0,0,0,0,1,60,1,10,1446.6,19170.2,,1,4,0,0
36,19001583,14.3,Northern Bronx,1,1900158301,1,5,06/13/2019,4,1900158301014,14,2,1,11,1,06/13/2019,06/13/2019,Southern Bronx,Manhattan Core,37.1,8.9,60,10,60,10,0,1,1,1900158301,995,995,995,995,995,995,995,995,995,995,6,11,1,30,23,995,995,1,995,995,,1,1,1,995,,995,995,0,0,0,1,0,0,0,0,0,60,60,10,10,14296.8,5982.8,,4,4,0,0
37,19001583,14.3,Northern Bronx,1,1900158301,1,5,06/13/2019,4,1900158301015,15,3,1,11,1,06/13/2019,06/13/2019,Manhattan Core,Manhattan Core,3.8,0.2,60,10,24,4,0,1,1,1900158301,995,995,995,995,995,995,995,995,995,995,9,48,1,1,995,995,995,1,995,995,,0,995,995,995,,995,995,0,0,0,1,0,0,0,0,0,60,24,10,4,14461.2,5802.6,,4,4,1,1
38,19001583,14.3,Northern Bronx,1,1900158301,1,5,06/13/2019,4,1900158301016,16,1,1,12,1,06/13/2019,06/14/2019,Manhattan Core,Manhattan Core,370.5,0.2,24,4,60,10,0,1,1,1900158301,995,995,995,995,995,995,995,995,995,995,9,48,1,1,995,995,995,1,995,995,,0,995,995,995,,995,995,0,0,0,1,0,0,0,0,0,24,60,4,10,14206.6,6100.7,,4,4,1,1
39,19001583,14.3,Northern Bronx,1,1900158301,1,6,06/14/2019,5,1900158301017,17,2,1,12,1,06/14/2019,06/14/2019,Manhattan Core,Northern Bronx,15.0,8.8,60,10,1,1,0,1,1,1900158301,995,995,995,995,995,995,995,995,995,995,6,11,1,30,23,995,995,1,995,995,,1,1,1,995,,995,995,0,0,0,1,0,0,0,0,0,60,1,10,1,46.7,20176.3,,4,1,1,0
40,19001583,14.3,Northern Bronx,1,1900158301,1,6,06/14/2019,5,1900158301018,18,1,0,13,1,06/14/2019,06/14/2019,Northern Bronx,,77.0,13.4,1,1,10,2,0,1,1,1900158301,995,995,995,995,995,995,995,995,995,995,6,11,1,30,23,110,995,1,995,995,,1,1,1,995,,995,995,0,0,0,0,0,1,0,0,0,1,10,1,2,20214.9,0.0,,1,2,0,0
41,19001583,14.3,Northern Bronx,1,1900158301,1,6,06/14/2019,5,1900158301019,19,1,0,14,1,06/14/2019,06/14/2019,Manhattan Core,Northern Bronx,104.2,15.2,10,2,63,8,0,1,1,1900158301,995,995,995,995,995,995,995,995,995,995,4,7,1,55,995,995,995,1,995,995,,1,1,1,995,,995,995,0,0,0,0,0,0,0,0,0,10,63,2,8,3922.9,24137.6,,4,4,1,0
42,19001583,14.3,Northern Bronx,1,1900158301,1,6,06/14/2019,5,1900158301020,20,1,0,15,1,06/14/2019,06/14/2019,Northern Bronx,Northern Bronx,18.8,3.9,63,8,50,7,1,1,2,1900158301,995,995,995,995,995,995,995,995,995,995,7,30,0,16,995,995,995,2,3,995,,0,995,995,995,,995,995,0,0,0,0,0,0,0,0,0,63,50,8,7,5888.8,25379.5,,4,4,0,0
43,19001583,14.3,Northern Bronx,1,1900158301,1,6,06/14/2019,5,1900158301021,21,1,0,16,1,06/14/2019,06/14/2019,Northern Bronx,Northern Bronx,12.7,5.5,50,7,1,1,1,1,2,1900158301,995,995,995,995,995,995,995,995,995,995,7,30,0,16,995,995,995,2,6,995,,0,995,995,995,,995,995,0,0,0,0,0,0,0,0,0,50,1,7,1,17.5,20224.6,,4,1,0,0
44,19001583,14.3,Northern Bronx,1,1900158301,1,7,06/15/2019,6,1900158301022,22,1,0,17,1,06/15/2019,06/15/2019,Northern Bronx,Northern Bronx,7.2,0.5,1,1,33,6,0,1,1,1900158301,995,995,995,995,995,995,995,995,995,995,9,48,1,1,995,995,995,1,995,995,,0,995,995,995,,995,995,0,0,0,0,0,0,0,0,0,1,33,1,6,699.0,19526.9,,1,4,0,0
45,19001583,14.3,Northern Bronx,1,1900158301,1,7,06/15/2019,6,1900158301023,23,1,0,18,1,06/15/2019,06/15/2019,Northern Bronx,Northern Bronx,5.9,0.5,33,6,1,1,0,1,1,1900158301,995,995,995,995,995,995,995,995,995,995,9,48,1,1,995,995,995,1,995,995,,0,995,995,995,,995,995,0,0,0,0,0,0,0,0,0,33,1,6,1,0.2,20214.9,,4,1,0,0
46,19001583,14.3,Northern Bronx,1,1900158301,1,7,06/15/2019,6,1900158301024,24,1,1,19,1,06/15/2019,06/15/2019,Northern Bronx,Southern Bronx,34.6,1.0,1,1,60,10,0,1,1,1900158301,995,995,995,995,995,995,995,995,995,995,9,48,1,1,995,995,995,1,995,995,,0,995,995,995,,995,995,0,0,0,0,0,0,0,0,0,1,60,1,10,1446.5,19187.9,,1,4,0,0
47,19001583,14.3,Northern Bronx,1,1900158301,1,7,06/15/2019,6,1900158301025,25,2,0,19,1,06/15/2019,06/15/2019,Southern Bronx,Southern Bronx,1.6,0.6,60,10,60,10,0,1,1,1900158301,995,995,995,995,995,995,995,995,995,995,6,11,1,30,995,995,995,1,995,995,,1,1,1,995,,995,995,0,0,0,0,0,0,0,0,0,60,60,10,10,2287.5,18399.8,,4,4,0,0
48,19001694,10.8,Staten Island,1,1900169401,1,1,06/07/2019,5,1900169401001,1,1,0,1,1,06/07/2019,06/07/2019,Staten Island,Staten Island,4.9,1.7,1,1,33,6,0,1,1,1900169401,0,995,995,995,995,995,995,995,995,995,7,25,0,6,995,995,995,1,3,995,,0,995,995,995,,995,995,0,0,0,0,0,0,0,0,0,1,33,1,6,1605.1,,,1,4,0,0
49,19001694,10.8,Staten Island,1,1900169401,1,1,06/07/2019,5,1900169401002,2,1,0,2,1,06/07/2019,06/07/2019,Staten Island,Staten Island,6.5,1.4,33,6,1,1,0,1,1,1900169401,0,995,995,995,995,995,995,995,995,995,7,25,0,6,995,995,995,1,1,995,,0,995,995,995,,995,995,0,0,0,0,0,0,0,0,0,33,1,6,1,5.0,,,4,1,0,0
