,organization,dataset_name,column_name,tags,theme,isopen,license_id,license_title,accessLevel,license
10,State of Washington,electric-vehicle-population-data,Electric Range,"['bev', 'bevs', 'bolt', 'car', 'cars', 'chevrolet', 'chevy', 'clean-energy', 'department-of-licensing', 'dol', 'dol_open_data', 'electric', 'energy', 'environment', 'ev', 'evs', 'green-report', 'hybrid', 'hybrids', 'leaf', 'model-3', 'nhtsa', 'nissan', 'phev', 'phevs', 'plug-in', 'plug-ins', 'population', 'rao_ev', 'rao_open_data', 'rao_veh', 'tesla', 'vehicle', 'vehicles', 'volt']",Transportation,False,other-license-specified,other-license-specified,public,http://opendatacommons.org/licenses/odbl/1.0/
11,State of Washington,electric-vehicle-population-data,Base MSRP,"['bev', 'bevs', 'bolt', 'car', 'cars', 'chevrolet', 'chevy', 'clean-energy', 'department-of-licensing', 'dol', 'dol_open_data', 'electric', 'energy', 'environment', 'ev', 'evs', 'green-report', 'hybrid', 'hybrids', 'leaf', 'model-3', 'nhtsa', 'nissan', 'phev', 'phevs', 'plug-in', 'plug-ins', 'population', 'rao_ev', 'rao_open_data', 'rao_veh', 'tesla', 'vehicle', 'vehicles', 'volt']",Transportation,False,other-license-specified,other-license-specified,public,http://opendatacommons.org/licenses/odbl/1.0/
12,State of Washington,electric-vehicle-population-data,Legislative District,"['bev', 'bevs', 'bolt', 'car', 'cars', 'chevrolet', 'chevy', 'clean-energy', 'department-of-licensing', 'dol', 'dol_open_data', 'electric', 'energy', 'environment', 'ev', 'evs', 'green-report', 'hybrid', 'hybrids', 'leaf', 'model-3', 'nhtsa', 'nissan', 'phev', 'phevs', 'plug-in', 'plug-ins', 'population', 'rao_ev', 'rao_open_data', 'rao_veh', 'tesla', 'vehicle', 'vehicles', 'volt']",Transportation,False,other-license-specified,other-license-specified,public,http://opendatacommons.org/licenses/odbl/1.0/
13,State of Washington,electric-vehicle-population-data,DOL Vehicle ID,"['bev', 'bevs', 'bolt', 'car', 'cars', 'chevrolet', 'chevy', 'clean-energy', 'department-of-licensing', 'dol', 'dol_open_data', 'electric', 'energy', 'environment', 'ev', 'evs', 'green-report', 'hybrid', 'hybrids', 'leaf', 'model-3', 'nhtsa', 'nissan', 'phev', 'phevs', 'plug-in', 'plug-ins', 'population', 'rao_ev', 'rao_open_data', 'rao_veh', 'tesla', 'vehicle', 'vehicles', 'volt']",Transportation,False,other-license-specified,other-license-specified,public,http://opendatacommons.org/licenses/odbl/1.0/
14,State of Washington,electric-vehicle-population-data,Vehicle Location,"['bev', 'bevs', 'bolt', 'car', 'cars', 'chevrolet', 'chevy', 'clean-energy', 'department-of-licensing', 'dol', 'dol_open_data', 'electric', 'energy', 'environment', 'ev', 'evs', 'green-report', 'hybrid', 'hybrids', 'leaf', 'model-3', 'nhtsa', 'nissan', 'phev', 'phevs', 'plug-in', 'plug-ins', 'population', 'rao_ev', 'rao_open_data', 'rao_veh', 'tesla', 'vehicle', 'vehicles', 'volt']",Transportation,False,other-license-specified,other-license-specified,public,http://opendatacommons.org/licenses/odbl/1.0/
15,State of Washington,electric-vehicle-population-data,Electric Utility,"['bev', 'bevs', 'bolt', 'car', 'cars', 'chevrolet', 'chevy', 'clean-energy', 'department-of-licensing', 'dol', 'dol_open_data', 'electric', 'energy', 'environment', 'ev', 'evs', 'green-report', 'hybrid', 'hybrids', 'leaf', 'model-3', 'nhtsa', 'nissan', 'phev', 'phevs', 'plug-in', 'plug-ins', 'population', 'rao_ev', 'rao_open_data', 'rao_veh', 'tesla', 'vehicle', 'vehicles', 'volt']",Transportation,False,other-license-specified,other-license-specified,public,http://opendatacommons.org/licenses/odbl/1.0/
16,State of Washington,electric-vehicle-population-data,2020 Census Tract,"['bev', 'bevs', 'bolt', 'car', 'cars', 'chevrolet', 'chevy', 'clean-energy', 'department-of-licensing', 'dol', 'dol_open_data', 'electric', 'energy', 'environment', 'ev', 'evs', 'green-report', 'hybrid', 'hybrids', 'leaf', 'model-3', 'nhtsa', 'nissan', 'phev', 'phevs', 'plug-in', 'plug-ins', 'population', 'rao_ev', 'rao_open_data', 'rao_veh', 'tesla', 'vehicle', 'vehicles', 'volt']",Transportation,False,other-license-specified,other-license-specified,public,http://opendatacommons.org/licenses/odbl/1.0/
17,Department of Transportation,border-crossing-entry-data-683ae,Port Name,"['buses', 'canada', 'containers', 'inbound-border-crossing-entries', 'mexico', 'passengers', 'pedestrians', 'personal-vehicles', 'ports', 'trains', 'trucks']",Research-And-Statistics,False,notspecified,License not specified,public,
18,Department of Transportation,border-crossing-entry-data-683ae,State,"['buses', 'canada', 'containers', 'inbound-border-crossing-entries', 'mexico', 'passengers', 'pedestrians', 'personal-vehicles', 'ports', 'trains', 'trucks']",Research-And-Statistics,False,notspecified,License not specified,public,
19,Department of Transportation,border-crossing-entry-data-683ae,Port Code,"['buses', 'canada', 'containers', 'inbound-border-crossing-entries', 'mexico', 'passengers', 'pedestrians', 'personal-vehicles', 'ports', 'trains', 'trucks']",Research-And-Statistics,False,notspecified,License not specified,public,
20,Department of Transportation,border-crossing-entry-data-683ae,Border,"['buses', 'canada', 'containers', 'inbound-border-crossing-entries', 'mexico', 'passengers', 'pedestrians', 'personal-vehicles', 'ports', 'trains', 'trucks']",Research-And-Statistics,False,notspecified,License not specified,public,
21,Department of Transportation,border-crossing-entry-data-683ae,Date,"['buses', 'canada', 'containers', 'inbound-border-crossing-entries', 'mexico', 'passengers', 'pedestrians', 'personal-vehicles', 'ports', 'trains', 'trucks']",Research-And-Statistics,False,notspecified,License not specified,public,
22,Department of Transportation,border-crossing-entry-data-683ae,Measure,"['buses', 'canada', 'containers', 'inbound-border-crossing-entries', 'mexico', 'passengers', 'pedestrians', 'personal-vehicles', 'ports', 'trains', 'trucks']",Research-And-Statistics,False,notspecified,License not specified,public,
23,Department of Transportation,border-crossing-entry-data-683ae,Value,"['buses', 'canada', 'containers', 'inbound-border-crossing-entries', 'mexico', 'passengers', 'pedestrians', 'personal-vehicles', 'ports', 'trains', 'trucks']",Research-And-Statistics,False,notspecified,License not specified,public,
24,Department of Transportation,border-crossing-entry-data-683ae,Latitude,"['buses', 'canada', 'containers', 'inbound-border-crossing-entries', 'mexico', 'passengers', 'pedestrians', 'personal-vehicles', 'ports', 'trains', 'trucks']",Research-And-Statistics,False,notspecified,License not specified,public,
25,Department of Transportation,border-crossing-entry-data-683ae,Longitude,"['buses', 'canada', 'containers', 'inbound-border-crossing-entries', 'mexico', 'passengers', 'pedestrians', 'personal-vehicles', 'ports', 'trains', 'trucks']",Research-And-Statistics,False,notspecified,License not specified,public,
26,Department of Transportation,border-crossing-entry-data-683ae,Point,"['buses', 'canada', 'containers', 'inbound-border-crossing-entries', 'mexico', 'passengers', 'pedestrians', 'personal-vehicles', 'ports', 'trains', 'trucks']",Research-And-Statistics,False,notspecified,License not specified,public,
27,State of Connecticut,electric-vehicle-charging-stations,Station Name,"['charging-stations', 'ct', 'ev']",Transportation,False,notspecified,License not specified,public,
28,State of Connecticut,electric-vehicle-charging-stations,Street Address,"['charging-stations', 'ct', 'ev']",Transportation,False,notspecified,License not specified,public,
29,State of Connecticut,electric-vehicle-charging-stations,City,"['charging-stations', 'ct', 'ev']",Transportation,False,notspecified,License not specified,public,
30,State of Connecticut,electric-vehicle-charging-stations,Access Days Time,"['charging-stations', 'ct', 'ev']",Transportation,False,notspecified,License not specified,public,
31,State of Connecticut,electric-vehicle-charging-stations,EV Level1 EVSE Num,"['charging-stations', 'ct', 'ev']",Transportation,False,notspecified,License not specified,public,
32,State of Connecticut,electric-vehicle-charging-stations,EV Level2 EVSE Num,"['charging-stations', 'ct', 'ev']",Transportation,False,notspecified,License not specified,public,
33,State of Connecticut,electric-vehicle-charging-stations,EV DC Fast Count,"['charging-stations', 'ct', 'ev']",Transportation,False,notspecified,License not specified,public,
34,State of Connecticut,electric-vehicle-charging-stations,EV Other Info,"['charging-stations', 'ct', 'ev']",Transportation,False,notspecified,License not specified,public,
35,State of Connecticut,electric-vehicle-charging-stations,New Georeferenced Column,"['charging-stations', 'ct', 'ev']",Transportation,False,notspecified,License not specified,public,
36,Department of Energy,alternative-fueling-station-locations-422f2,Fuel Type Code,"['alt-fuel', 'alternative-fuels', 'alternative-fuels-stations', 'b20', 'biodiesel', 'charging-stations', 'cng', 'compressed-natural-gas', 'e85', 'electric-vehicles', 'electricity', 'energy', 'ethanol', 'ev', 'fuel', 'fuel-stations', 'hydrogen', 'liquefied-natural-gas', 'liquefied-natural-gas-lng', 'liquefied-petroleum-gas', 'lng', 'lpg', 'propane', 'station-locations', 'transportation', 'vehicles']",Energie,True,cc-by,Creative Commons Attribution,public,https://creativecommons.org/licenses/by/4.0/
37,Department of Energy,alternative-fueling-station-locations-422f2,Station Name,"['alt-fuel', 'alternative-fuels', 'alternative-fuels-stations', 'b20', 'biodiesel', 'charging-stations', 'cng', 'compressed-natural-gas', 'e85', 'electric-vehicles', 'electricity', 'energy', 'ethanol', 'ev', 'fuel', 'fuel-stations', 'hydrogen', 'liquefied-natural-gas', 'liquefied-natural-gas-lng', 'liquefied-petroleum-gas', 'lng', 'lpg', 'propane', 'station-locations', 'transportation', 'vehicles']",Energie,True,cc-by,Creative Commons Attribution,public,https://creativecommons.org/licenses/by/4.0/
38,Department of Energy,alternative-fueling-station-locations-422f2,Street Address,"['alt-fuel', 'alternative-fuels', 'alternative-fuels-stations', 'b20', 'biodiesel', 'charging-stations', 'cng', 'compressed-natural-gas', 'e85', 'electric-vehicles', 'electricity', 'energy', 'ethanol', 'ev', 'fuel', 'fuel-stations', 'hydrogen', 'liquefied-natural-gas', 'liquefied-natural-gas-lng', 'liquefied-petroleum-gas', 'lng', 'lpg', 'propane', 'station-locations', 'transportation', 'vehicles']",Energie,True,cc-by,Creative Commons Attribution,public,https://creativecommons.org/licenses/by/4.0/
39,Department of Energy,alternative-fueling-station-locations-422f2,Intersection Directions,"['alt-fuel', 'alternative-fuels', 'alternative-fuels-stations', 'b20', 'biodiesel', 'charging-stations', 'cng', 'compressed-natural-gas', 'e85', 'electric-vehicles', 'electricity', 'energy', 'ethanol', 'ev', 'fuel', 'fuel-stations', 'hydrogen', 'liquefied-natural-gas', 'liquefied-natural-gas-lng', 'liquefied-petroleum-gas', 'lng', 'lpg', 'propane', 'station-locations', 'transportation', 'vehicles']",Energie,True,cc-by,Creative Commons Attribution,public,https://creativecommons.org/licenses/by/4.0/
40,Department of Energy,alternative-fueling-station-locations-422f2,City,"['alt-fuel', 'alternative-fuels', 'alternative-fuels-stations', 'b20', 'biodiesel', 'charging-stations', 'cng', 'compressed-natural-gas', 'e85', 'electric-vehicles', 'electricity', 'energy', 'ethanol', 'ev', 'fuel', 'fuel-stations', 'hydrogen', 'liquefied-natural-gas', 'liquefied-natural-gas-lng', 'liquefied-petroleum-gas', 'lng', 'lpg', 'propane', 'station-locations', 'transportation', 'vehicles']",Energie,True,cc-by,Creative Commons Attribution,public,https://creativecommons.org/licenses/by/4.0/
41,Department of Energy,alternative-fueling-station-locations-422f2,State,"['alt-fuel', 'alternative-fuels', 'alternative-fuels-stations', 'b20', 'biodiesel', 'charging-stations', 'cng', 'compressed-natural-gas', 'e85', 'electric-vehicles', 'electricity', 'energy', 'ethanol', 'ev', 'fuel', 'fuel-stations', 'hydrogen', 'liquefied-natural-gas', 'liquefied-natural-gas-lng', 'liquefied-petroleum-gas', 'lng', 'lpg', 'propane', 'station-locations', 'transportation', 'vehicles']",Energie,True,cc-by,Creative Commons Attribution,public,https://creativecommons.org/licenses/by/4.0/
42,Department of Energy,alternative-fueling-station-locations-422f2,ZIP,"['alt-fuel', 'alternative-fuels', 'alternative-fuels-stations', 'b20', 'biodiesel', 'charging-stations', 'cng', 'compressed-natural-gas', 'e85', 'electric-vehicles', 'electricity', 'energy', 'ethanol', 'ev', 'fuel', 'fuel-stations', 'hydrogen', 'liquefied-natural-gas', 'liquefied-natural-gas-lng', 'liquefied-petroleum-gas', 'lng', 'lpg', 'propane', 'station-locations', 'transportation', 'vehicles']",Energie,True,cc-by,Creative Commons Attribution,public,https://creativecommons.org/licenses/by/4.0/
43,Department of Energy,alternative-fueling-station-locations-422f2,Plus4,"['alt-fuel', 'alternative-fuels', 'alternative-fuels-stations', 'b20', 'biodiesel', 'charging-stations', 'cng', 'compressed-natural-gas', 'e85', 'electric-vehicles', 'electricity', 'energy', 'ethanol', 'ev', 'fuel', 'fuel-stations', 'hydrogen', 'liquefied-natural-gas', 'liquefied-natural-gas-lng', 'liquefied-petroleum-gas', 'lng', 'lpg', 'propane', 'station-locations', 'transportation', 'vehicles']",Energie,True,cc-by,Creative Commons Attribution,public,https://creativecommons.org/licenses/by/4.0/
44,Department of Energy,alternative-fueling-station-locations-422f2,Station Phone,"['alt-fuel', 'alternative-fuels', 'alternative-fuels-stations', 'b20', 'biodiesel', 'charging-stations', 'cng', 'compressed-natural-gas', 'e85', 'electric-vehicles', 'electricity', 'energy', 'ethanol', 'ev', 'fuel', 'fuel-stations', 'hydrogen', 'liquefied-natural-gas', 'liquefied-natural-gas-lng', 'liquefied-petroleum-gas', 'lng', 'lpg', 'propane', 'station-locations', 'transportation', 'vehicles']",Energie,True,cc-by,Creative Commons Attribution,public,https://creativecommons.org/licenses/by/4.0/
45,Department of Energy,alternative-fueling-station-locations-422f2,Status Code,"['alt-fuel', 'alternative-fuels', 'alternative-fuels-stations', 'b20', 'biodiesel', 'charging-stations', 'cng', 'compressed-natural-gas', 'e85', 'electric-vehicles', 'electricity', 'energy', 'ethanol', 'ev', 'fuel', 'fuel-stations', 'hydrogen', 'liquefied-natural-gas', 'liquefied-natural-gas-lng', 'liquefied-petroleum-gas', 'lng', 'lpg', 'propane', 'station-locations', 'transportation', 'vehicles']",Energie,True,cc-by,Creative Commons Attribution,public,https://creativecommons.org/licenses/by/4.0/
46,Department of Energy,alternative-fueling-station-locations-422f2,Expected Date,"['alt-fuel', 'alternative-fuels', 'alternative-fuels-stations', 'b20', 'biodiesel', 'charging-stations', 'cng', 'compressed-natural-gas', 'e85', 'electric-vehicles', 'electricity', 'energy', 'ethanol', 'ev', 'fuel', 'fuel-stations', 'hydrogen', 'liquefied-natural-gas', 'liquefied-natural-gas-lng', 'liquefied-petroleum-gas', 'lng', 'lpg', 'propane', 'station-locations', 'transportation', 'vehicles']",Energie,True,cc-by,Creative Commons Attribution,public,https://creativecommons.org/licenses/by/4.0/
47,Department of Energy,alternative-fueling-station-locations-422f2,Groups With Access Code,"['alt-fuel', 'alternative-fuels', 'alternative-fuels-stations', 'b20', 'biodiesel', 'charging-stations', 'cng', 'compressed-natural-gas', 'e85', 'electric-vehicles', 'electricity', 'energy', 'ethanol', 'ev', 'fuel', 'fuel-stations', 'hydrogen', 'liquefied-natural-gas', 'liquefied-natural-gas-lng', 'liquefied-petroleum-gas', 'lng', 'lpg', 'propane', 'station-locations', 'transportation', 'vehicles']",Energie,True,cc-by,Creative Commons Attribution,public,https://creativecommons.org/licenses/by/4.0/
48,Department of Energy,alternative-fueling-station-locations-422f2,Access Days Time,"['alt-fuel', 'alternative-fuels', 'alternative-fuels-stations', 'b20', 'biodiesel', 'charging-stations', 'cng', 'compressed-natural-gas', 'e85', 'electric-vehicles', 'electricity', 'energy', 'ethanol', 'ev', 'fuel', 'fuel-stations', 'hydrogen', 'liquefied-natural-gas', 'liquefied-natural-gas-lng', 'liquefied-petroleum-gas', 'lng', 'lpg', 'propane', 'station-locations', 'transportation', 'vehicles']",Energie,True,cc-by,Creative Commons Attribution,public,https://creativecommons.org/licenses/by/4.0/
49,Department of Energy,alternative-fueling-station-locations-422f2,Cards Accepted,"['alt-fuel', 'alternative-fuels', 'alternative-fuels-stations', 'b20', 'biodiesel', 'charging-stations', 'cng', 'compressed-natural-gas', 'e85', 'electric-vehicles', 'electricity', 'energy', 'ethanol', 'ev', 'fuel', 'fuel-stations', 'hydrogen', 'liquefied-natural-gas', 'liquefied-natural-gas-lng', 'liquefied-petroleum-gas', 'lng', 'lpg', 'propane', 'station-locations', 'transportation', 'vehicles']",Energie,True,cc-by,Creative Commons Attribution,public,https://creativecommons.org/licenses/by/4.0/
50,Department of Energy,alternative-fueling-station-locations-422f2,BD Blends,"['alt-fuel', 'alternative-fuels', 'alternative-fuels-stations', 'b20', 'biodiesel', 'charging-stations', 'cng', 'compressed-natural-gas', 'e85', 'electric-vehicles', 'electricity', 'energy', 'ethanol', 'ev', 'fuel', 'fuel-stations', 'hydrogen', 'liquefied-natural-gas', 'liquefied-natural-gas-lng', 'liquefied-petroleum-gas', 'lng', 'lpg', 'propane', 'station-locations', 'transportation', 'vehicles']",Energie,True,cc-by,Creative Commons Attribution,public,https://creativecommons.org/licenses/by/4.0/
51,Department of Energy,alternative-fueling-station-locations-422f2,NG Fill Type Code,"['alt-fuel', 'alternative-fuels', 'alternative-fuels-stations', 'b20', 'biodiesel', 'charging-stations', 'cng', 'compressed-natural-gas', 'e85', 'electric-vehicles', 'electricity', 'energy', 'ethanol', 'ev', 'fuel', 'fuel-stations', 'hydrogen', 'liquefied-natural-gas', 'liquefied-natural-gas-lng', 'liquefied-petroleum-gas', 'lng', 'lpg', 'propane', 'station-locations', 'transportation', 'vehicles']",Energie,True,cc-by,Creative Commons Attribution,public,https://creativecommons.org/licenses/by/4.0/
52,Department of Energy,alternative-fueling-station-locations-422f2,NG PSI,"['alt-fuel', 'alternative-fuels', 'alternative-fuels-stations', 'b20', 'biodiesel', 'charging-stations', 'cng', 'compressed-natural-gas', 'e85', 'electric-vehicles', 'electricity', 'energy', 'ethanol', 'ev', 'fuel', 'fuel-stations', 'hydrogen', 'liquefied-natural-gas', 'liquefied-natural-gas-lng', 'liquefied-petroleum-gas', 'lng', 'lpg', 'propane', 'station-locations', 'transportation', 'vehicles']",Energie,True,cc-by,Creative Commons Attribution,public,https://creativecommons.org/licenses/by/4.0/
53,Department of Energy,alternative-fueling-station-locations-422f2,EV Level1 EVSE Num,"['alt-fuel', 'alternative-fuels', 'alternative-fuels-stations', 'b20', 'biodiesel', 'charging-stations', 'cng', 'compressed-natural-gas', 'e85', 'electric-vehicles', 'electricity', 'energy', 'ethanol', 'ev', 'fuel', 'fuel-stations', 'hydrogen', 'liquefied-natural-gas', 'liquefied-natural-gas-lng', 'liquefied-petroleum-gas', 'lng', 'lpg', 'propane', 'station-locations', 'transportation', 'vehicles']",Energie,True,cc-by,Creative Commons Attribution,public,https://creativecommons.org/licenses/by/4.0/
54,Department of Energy,alternative-fueling-station-locations-422f2,EV Level2 EVSE Num,"['alt-fuel', 'alternative-fuels', 'alternative-fuels-stations', 'b20', 'biodiesel', 'charging-stations', 'cng', 'compressed-natural-gas', 'e85', 'electric-vehicles', 'electricity', 'energy', 'ethanol', 'ev', 'fuel', 'fuel-stations', 'hydrogen', 'liquefied-natural-gas', 'liquefied-natural-gas-lng', 'liquefied-petroleum-gas', 'lng', 'lpg', 'propane', 'station-locations', 'transportation', 'vehicles']",Energie,True,cc-by,Creative Commons Attribution,public,https://creativecommons.org/licenses/by/4.0/
55,Department of Energy,alternative-fueling-station-locations-422f2,EV DC Fast Count,"['alt-fuel', 'alternative-fuels', 'alternative-fuels-stations', 'b20', 'biodiesel', 'charging-stations', 'cng', 'compressed-natural-gas', 'e85', 'electric-vehicles', 'electricity', 'energy', 'ethanol', 'ev', 'fuel', 'fuel-stations', 'hydrogen', 'liquefied-natural-gas', 'liquefied-natural-gas-lng', 'liquefied-petroleum-gas', 'lng', 'lpg', 'propane', 'station-locations', 'transportation', 'vehicles']",Energie,True,cc-by,Creative Commons Attribution,public,https://creativecommons.org/licenses/by/4.0/
56,Department of Energy,alternative-fueling-station-locations-422f2,EV Other Info,"['alt-fuel', 'alternative-fuels', 'alternative-fuels-stations', 'b20', 'biodiesel', 'charging-stations', 'cng', 'compressed-natural-gas', 'e85', 'electric-vehicles', 'electricity', 'energy', 'ethanol', 'ev', 'fuel', 'fuel-stations', 'hydrogen', 'liquefied-natural-gas', 'liquefied-natural-gas-lng', 'liquefied-petroleum-gas', 'lng', 'lpg', 'propane', 'station-locations', 'transportation', 'vehicles']",Energie,True,cc-by,Creative Commons Attribution,public,https://creativecommons.org/licenses/by/4.0/
57,Department of Energy,alternative-fueling-station-locations-422f2,EV Network,"['alt-fuel', 'alternative-fuels', 'alternative-fuels-stations', 'b20', 'biodiesel', 'charging-stations', 'cng', 'compressed-natural-gas', 'e85', 'electric-vehicles', 'electricity', 'energy', 'ethanol', 'ev', 'fuel', 'fuel-stations', 'hydrogen', 'liquefied-natural-gas', 'liquefied-natural-gas-lng', 'liquefied-petroleum-gas', 'lng', 'lpg', 'propane', 'station-locations', 'transportation', 'vehicles']",Energie,True,cc-by,Creative Commons Attribution,public,https://creativecommons.org/licenses/by/4.0/
58,Department of Energy,alternative-fueling-station-locations-422f2,EV Network Web,"['alt-fuel', 'alternative-fuels', 'alternative-fuels-stations', 'b20', 'biodiesel', 'charging-stations', 'cng', 'compressed-natural-gas', 'e85', 'electric-vehicles', 'electricity', 'energy', 'ethanol', 'ev', 'fuel', 'fuel-stations', 'hydrogen', 'liquefied-natural-gas', 'liquefied-natural-gas-lng', 'liquefied-petroleum-gas', 'lng', 'lpg', 'propane', 'station-locations', 'transportation', 'vehicles']",Energie,True,cc-by,Creative Commons Attribution,public,https://creativecommons.org/licenses/by/4.0/
